グレード名 (掲載台数),支払総額,新車価格,排気量,定員,駆動,変速,燃費,Web Address,model,モデル名,年,グレード名,CarMaker
spec C 17インチタイヤ仕様 (3),249〜275万円,342.0,1994cc,5,4WD,6MT,9km/L,https://kakaku.com/kuruma/used/spec/Maker=6/Model=31823/Generation=41009/UCGrade=24328/,"WRXSTI5door 2007年モデル
                                        (128)",WRXSTI5door,2007年モデル,spec C 17インチタイヤ仕様,スバル
spec C 18インチタイヤ仕様 (MT) 4WD (14),228〜404万円,368.0,1994cc,5,4WD,6MT,−,https://kakaku.com/kuruma/used/spec/Maker=6/Model=31823/Generation=41009/UCGrade=22144/,"WRXSTI5door 2007年モデル
                                        (128)",WRXSTI5door,2007年モデル,spec C 18インチタイヤ仕様 (MT) 4WD,スバル
spec C 18インチタイヤ仕様 (6),242〜302万円,374.0,1994cc,5,4WD,6MT,9km/L,https://kakaku.com/kuruma/used/spec/Maker=6/Model=31823/Generation=41009/UCGrade=24327/,"WRXSTI5door 2007年モデル
                                        (128)",WRXSTI5door,2007年モデル,spec C 18インチタイヤ仕様,スバル
ベースグレード (MT) 4WD (55),118〜309万円,365.0,1994cc,5,4WD,6MT,−,https://kakaku.com/kuruma/used/spec/Maker=6/Model=31823/Generation=41009/UCGrade=22140/,"WRXSTI5door 2007年モデル
                                        (128)",WRXSTI5door,2007年モデル,ベースグレード (MT) 4WD,スバル
ベースグレード (13),174〜347万円,379.0,1994cc,5,4WD,6MT,9km/L,https://kakaku.com/kuruma/used/spec/Maker=6/Model=31823/Generation=41009/UCGrade=22147/,"WRXSTI5door 2007年モデル
                                        (128)",WRXSTI5door,2007年モデル,ベースグレード,スバル
4ドア (MT) 4WD (5),219〜289万円,373.0,1994cc,5,4WD,6MT,−,https://kakaku.com/kuruma/used/spec/Maker=6/Model=31823/Generation=41009/UCGrade=22151/,"WRXSTI5door 2007年モデル
                                        (128)",WRXSTI5door,2007年モデル,4ドア (MT) 4WD,スバル
tS (1),248.8万円,472.0,1994cc,5,4WD,6MT,−,https://kakaku.com/kuruma/used/spec/Maker=6/Model=31823/Generation=41009/UCGrade=22149/,"WRXSTI5door 2007年モデル
                                        (128)",WRXSTI5door,2007年モデル,tS,スバル
ベースグレード (104),149〜300万円,250.0,658cc,2,FF,CVT,−,https://kakaku.com/kuruma/used/spec/Maker=8/Model=33377/Generation=42292/UCGrade=49985/,"コペンGRSPORT 2019年モデル
                                        (215)",コペンGRSPORT,2019年モデル,ベースグレード,ダイハツ
ベースグレード (MT) (64),171〜286万円,255.0,658cc,2,FF,5MT,−,https://kakaku.com/kuruma/used/spec/Maker=8/Model=33377/Generation=42292/UCGrade=49984/,"コペンGRSPORT 2019年モデル
                                        (215)",コペンGRSPORT,2019年モデル,ベースグレード (MT),ダイハツ
R/T (左ハンドル) (6),248〜776万円,598.0,5654cc,5,FR,5AT,−,https://kakaku.com/kuruma/used/spec/Maker=20/Model=30894/Generation=40648/UCGrade=17766/,"チャージャー 2007年モデル
                                        (57)",チャージャー,2007年モデル,R/T (左ハンドル),ダッジ
SRT8 (左ハンドル) (2),299〜381万円,651.0,6059cc,5,FR,5AT,−,https://kakaku.com/kuruma/used/spec/Maker=20/Model=30894/Generation=40648/UCGrade=17765/,"チャージャー 2007年モデル
                                        (57)",チャージャー,2007年モデル,SRT8 (左ハンドル),ダッジ
スタンダードレンジ プラス (29),189〜338万円,454.0,−,5,RWD,-,−,https://kakaku.com/kuruma/used/spec/Maker=68/Model=33212/Generation=41977/UCGrade=48947/,"モデル3 2019年モデル
                                        (210)",モデル3,2019年モデル,スタンダードレンジ プラス,テスラ
RWD (26),229〜500万円,531.0,−,5,RWD,-,−,https://kakaku.com/kuruma/used/spec/Maker=68/Model=33212/Generation=41977/UCGrade=58263/,"モデル3 2019年モデル
                                        (210)",モデル3,2019年モデル,RWD,テスラ
デュアルモーターAWD ロングレンジ (27),239〜483万円,621.0,−,5,4WD,-,−,https://kakaku.com/kuruma/used/spec/Maker=68/Model=33212/Generation=41977/UCGrade=49245/,"モデル3 2019年モデル
                                        (210)",モデル3,2019年モデル,デュアルモーターAWD ロングレンジ,テスラ
デュアルモーターAWD パフォーマンス (1),248.0万円,725.0,−,5,4WD,-,−,https://kakaku.com/kuruma/used/spec/Maker=68/Model=33212/Generation=41977/UCGrade=48946/,"モデル3 2019年モデル
                                        (210)",モデル3,2019年モデル,デュアルモーターAWD パフォーマンス,テスラ
60 (1),170.0万円,865.0,−,5,RWD,-,−,https://kakaku.com/kuruma/used/spec/Maker=68/Model=33100/Generation=41770/UCGrade=31505/,"モデルS 2014年モデル
                                        (33)",モデルS,2014年モデル,60,テスラ
75 (4),295〜358万円,900.0,−,5,RWD,-,−,https://kakaku.com/kuruma/used/spec/Maker=68/Model=33100/Generation=41770/UCGrade=35823/,"モデルS 2014年モデル
                                        (33)",モデルS,2014年モデル,75,テスラ
75D (1),370.0万円,1003.0,−,5,4WD,-,−,https://kakaku.com/kuruma/used/spec/Maker=68/Model=33100/Generation=41770/UCGrade=35824/,"モデルS 2014年モデル
                                        (33)",モデルS,2014年モデル,75D,テスラ
85D (1),149.0万円,1118.0,−,5,4WD,-,−,https://kakaku.com/kuruma/used/spec/Maker=68/Model=33100/Generation=41770/UCGrade=31508/,"モデルS 2014年モデル
                                        (33)",モデルS,2014年モデル,85D,テスラ
P100D (2),458〜999万円,1705.0,−,5,4WD,-,−,https://kakaku.com/kuruma/used/spec/Maker=68/Model=33100/Generation=41770/UCGrade=35681/,"モデルS 2014年モデル
                                        (33)",モデルS,2014年モデル,P100D,テスラ
100D (4),339〜573万円,1227.0,−,5,4WD,-,−,https://kakaku.com/kuruma/used/spec/Maker=68/Model=33100/Generation=41770/UCGrade=36670/,"モデルS 2014年モデル
                                        (33)",モデルS,2014年モデル,100D,テスラ
75D (5),365〜581万円,1097.0,−,5,4WD,-,−,https://kakaku.com/kuruma/used/spec/Maker=68/Model=33101/Generation=41771/UCGrade=35683/,"モデルX 2016年モデル
                                        (40)",モデルX,2016年モデル,75D,テスラ
ロングレンジ (3),698〜1120万円,1299.0,−,5,4WD,-,−,https://kakaku.com/kuruma/used/spec/Maker=68/Model=33101/Generation=41771/UCGrade=48529/,"モデルX 2016年モデル
                                        (40)",モデルX,2016年モデル,ロングレンジ,テスラ
90D (1),438.0万円,1210.0,−,5,4WD,-,−,https://kakaku.com/kuruma/used/spec/Maker=68/Model=33101/Generation=41771/UCGrade=35684/,"モデルX 2016年モデル
                                        (40)",モデルX,2016年モデル,90D,テスラ
100D (9),398〜609万円,1278.0,−,5,4WD,-,−,https://kakaku.com/kuruma/used/spec/Maker=68/Model=33101/Generation=41771/UCGrade=36674/,"モデルX 2016年モデル
                                        (40)",モデルX,2016年モデル,100D,テスラ
P100D (5),479〜702万円,1780.0,−,5,4WD,-,−,https://kakaku.com/kuruma/used/spec/Maker=68/Model=33101/Generation=41771/UCGrade=35685/,"モデルX 2016年モデル
                                        (40)",モデルX,2016年モデル,P100D,テスラ
GX (4),788〜1629万円,525.0,3444cc,5,4WD,10AT,−,https://kakaku.com/kuruma/used/spec/Maker=1/Model=30188/Generation=42458/UCGrade=56097/,"ランドクルーザー 2021年モデル
                                        (389)",ランドクルーザー,2021年モデル,GX,トヨタ
GR SPORT (52),844〜1299万円,783.0,3444cc,7,4WD,10AT,−,https://kakaku.com/kuruma/used/spec/Maker=1/Model=30188/Generation=42458/UCGrade=56096/,"ランドクルーザー 2021年モデル
                                        (389)",ランドクルーザー,2021年モデル,GR SPORT,トヨタ
GR SPORT (ディーゼル) (27),901〜1289万円,813.0,3345cc,5,4WD,10AT,−,https://kakaku.com/kuruma/used/spec/Maker=1/Model=30188/Generation=42458/UCGrade=56100/,"ランドクルーザー 2021年モデル
                                        (389)",ランドクルーザー,2021年モデル,GR SPORT (ディーゼル),トヨタ
AX (5),785〜877万円,563.0,3444cc,7,4WD,10AT,−,https://kakaku.com/kuruma/used/spec/Maker=1/Model=30188/Generation=42458/UCGrade=56095/,"ランドクルーザー 2021年モデル
                                        (389)",ランドクルーザー,2021年モデル,AX,トヨタ
VX (1),898.0万円,643.0,3444cc,7,4WD,10AT,−,https://kakaku.com/kuruma/used/spec/Maker=1/Model=30188/Generation=42458/UCGrade=56098/,"ランドクルーザー 2021年モデル
                                        (389)",ランドクルーザー,2021年モデル,VX,トヨタ
ZX (231),904〜2000万円,743.0,3444cc,7,4WD,10AT,−,https://kakaku.com/kuruma/used/spec/Maker=1/Model=30188/Generation=42458/UCGrade=56099/,"ランドクルーザー 2021年モデル
                                        (389)",ランドクルーザー,2021年モデル,ZX,トヨタ
ZX (ディーゼル) (53),956〜1600万円,773.0,3345cc,5,4WD,10AT,−,https://kakaku.com/kuruma/used/spec/Maker=1/Model=30188/Generation=42458/UCGrade=56101/,"ランドクルーザー 2021年モデル
                                        (389)",ランドクルーザー,2021年モデル,ZX (ディーゼル),トヨタ
GX (8),336〜710万円,482.0,4608cc,5,4WD,6AT,−,https://kakaku.com/kuruma/used/spec/Maker=1/Model=30188/Generation=40104/UCGrade=11995/,"ランドクルーザー 2007年モデル
                                        (237)",ランドクルーザー,2007年モデル,GX,トヨタ
AX (37),230〜751万円,524.0,4608cc,8,4WD,6AT,−,https://kakaku.com/kuruma/used/spec/Maker=1/Model=30188/Generation=40104/UCGrade=11990/,"ランドクルーザー 2007年モデル
                                        (237)",ランドクルーザー,2007年モデル,AX,トヨタ
AX G 60th ブラックレザー セレクション (7),289〜418万円,542.0,4608cc,8,4WD,6AT,−,https://kakaku.com/kuruma/used/spec/Maker=1/Model=30188/Generation=40104/UCGrade=11994/,"ランドクルーザー 2007年モデル
                                        (237)",ランドクルーザー,2007年モデル,AX G 60th ブラックレザー セレクション,トヨタ
AX Gセレクション (45),258〜605万円,597.0,4608cc,8,4WD,6AT,−,https://kakaku.com/kuruma/used/spec/Maker=1/Model=30188/Generation=40104/UCGrade=11991/,"ランドクルーザー 2007年モデル
                                        (237)",ランドクルーザー,2007年モデル,AX Gセレクション,トヨタ
ZX Bruno Cross (1),493.8万円,684.0,4608cc,8,4WD,6AT,6km/L,https://kakaku.com/kuruma/used/spec/Maker=1/Model=30188/Generation=40104/UCGrade=29939/,"ランドクルーザー 2007年モデル
                                        (237)",ランドクルーザー,2007年モデル,ZX Bruno Cross,トヨタ
ZX 60th ブラックレザー セレクション (3),311〜398万円,692.0,4608cc,8,4WD,6AT,−,https://kakaku.com/kuruma/used/spec/Maker=1/Model=30188/Generation=40104/UCGrade=11993/,"ランドクルーザー 2007年モデル
                                        (237)",ランドクルーザー,2007年モデル,ZX 60th ブラックレザー セレクション,トヨタ
ZX (94),319〜1304万円,697.0,4608cc,8,4WD,6AT,−,https://kakaku.com/kuruma/used/spec/Maker=1/Model=30188/Generation=40104/UCGrade=11992/,"ランドクルーザー 2007年モデル
                                        (237)",ランドクルーザー,2007年モデル,ZX,トヨタ
ZX G-FRONTIER (2),768〜789万円,723.0,4608cc,8,4WD,6AT,6km/L,https://kakaku.com/kuruma/used/spec/Maker=1/Model=30188/Generation=40104/UCGrade=35470/,"ランドクルーザー 2007年モデル
                                        (237)",ランドクルーザー,2007年モデル,ZX G-FRONTIER,トヨタ
2.7 TX (5人乗り) (142),211〜533万円,367.0,2693cc,5,4WD,6AT,−,https://kakaku.com/kuruma/used/spec/Maker=1/Model=30190/Generation=40075/UCGrade=11468/,"ランドクルーザープラド 2009年モデル
                                        (1516)",ランドクルーザープラド,2009年モデル,2.7 TX (5人乗り),トヨタ
2.7 TX (7人乗り) (123),208〜563万円,383.0,2693cc,7,4WD,6AT,−,https://kakaku.com/kuruma/used/spec/Maker=1/Model=30190/Generation=40075/UCGrade=11469/,"ランドクルーザープラド 2009年モデル
                                        (1516)",ランドクルーザープラド,2009年モデル,2.7 TX (7人乗り),トヨタ
2.7 TX Lパッケージ G-FRONTIER (8),303〜360万円,403.0,2693cc,7,4WD,6AT,9km/L,https://kakaku.com/kuruma/used/spec/Maker=1/Model=30190/Generation=40075/UCGrade=35468/,"ランドクルーザープラド 2009年モデル
                                        (1516)",ランドクルーザープラド,2009年モデル,2.7 TX Lパッケージ G-FRONTIER,トヨタ
2.7 TX Lパッケージ (5人乗り) (127),234〜596万円,417.0,2693cc,5,4WD,6AT,−,https://kakaku.com/kuruma/used/spec/Maker=1/Model=30190/Generation=40075/UCGrade=27865/,"ランドクルーザープラド 2009年モデル
                                        (1516)",ランドクルーザープラド,2009年モデル,2.7 TX Lパッケージ (5人乗り),トヨタ
2.7 TX Lパッケージ Black Edition (5人乗り) (23),419〜533万円,426.0,2693cc,5,4WD,6AT,−,https://kakaku.com/kuruma/used/spec/Maker=1/Model=30190/Generation=40075/UCGrade=52412/,"ランドクルーザープラド 2009年モデル
                                        (1516)",ランドクルーザープラド,2009年モデル,2.7 TX Lパッケージ Black Edition (5人乗り),トヨタ
2.7 TX Lパッケージ 70th ANNIVERSARY LIMITED (5人乗り) (16),438〜585万円,429.0,2693cc,5,4WD,6AT,−,https://kakaku.com/kuruma/used/spec/Maker=1/Model=30190/Generation=40075/UCGrade=55673/,"ランドクルーザープラド 2009年モデル
                                        (1516)",ランドクルーザープラド,2009年モデル,2.7 TX Lパッケージ 70th ANNIVERSARY LIMITED (5人乗り),トヨタ
2.7 TX Lパッケージ Matt Black Edition (5人乗り) (59),424〜622万円,430.0,2693cc,5,4WD,6AT,−,https://kakaku.com/kuruma/used/spec/Maker=1/Model=30190/Generation=40075/UCGrade=60016/,"ランドクルーザープラド 2009年モデル
                                        (1516)",ランドクルーザープラド,2009年モデル,2.7 TX Lパッケージ Matt Black Edition (5人乗り),トヨタ
2.8 TX (5人乗り) (89),268〜602万円,433.0,2754cc,5,4WD,6AT,−,https://kakaku.com/kuruma/used/spec/Maker=1/Model=30190/Generation=40075/UCGrade=32341/,"ランドクルーザープラド 2009年モデル
                                        (1516)",ランドクルーザープラド,2009年モデル,2.8 TX (5人乗り),トヨタ
2.7 TX Lパッケージ (7人乗り) (247),240〜678万円,433.0,2693cc,7,4WD,6AT,−,https://kakaku.com/kuruma/used/spec/Maker=1/Model=30190/Generation=40075/UCGrade=11470/,"ランドクルーザープラド 2009年モデル
                                        (1516)",ランドクルーザープラド,2009年モデル,2.7 TX Lパッケージ (7人乗り),トヨタ
2.7 TX Lパッケージ Black Edition (7人乗り) (22),437〜591万円,441.0,2693cc,7,4WD,6AT,−,https://kakaku.com/kuruma/used/spec/Maker=1/Model=30190/Generation=40075/UCGrade=52413/,"ランドクルーザープラド 2009年モデル
                                        (1516)",ランドクルーザープラド,2009年モデル,2.7 TX Lパッケージ Black Edition (7人乗り),トヨタ
2.7 TX Lパッケージ 70th ANNIVERSARY LIMITED (7人乗り) (36),430〜632万円,444.0,2693cc,7,4WD,6AT,−,https://kakaku.com/kuruma/used/spec/Maker=1/Model=30190/Generation=40075/UCGrade=55671/,"ランドクルーザープラド 2009年モデル
                                        (1516)",ランドクルーザープラド,2009年モデル,2.7 TX Lパッケージ 70th ANNIVERSARY LIMITED (7人乗り),トヨタ
2.7 TX Lパッケージ Matt Black Edition (7人乗り) (270),460〜618万円,445.0,2693cc,7,4WD,6AT,−,https://kakaku.com/kuruma/used/spec/Maker=1/Model=30190/Generation=40075/UCGrade=60014/,"ランドクルーザープラド 2009年モデル
                                        (1516)",ランドクルーザープラド,2009年モデル,2.7 TX Lパッケージ Matt Black Edition (7人乗り),トヨタ
