グレード名 (掲載台数),支払総額,新車価格,排気量,定員,駆動,変速,燃費,Web Address,model,モデル名,年,グレード名,CarMaker
ベースグレード (MT) (42),129〜358万円,320.0,1368cc,4,FF,5MT,−,https://kakaku.com/kuruma/used/spec/Maker=32/Model=31880/Generation=41655/UCGrade=36677/,"アバルト595 2013年モデル
                                        (561)",アバルト595,2013年モデル,ベースグレード (MT),フィアット
ベースグレード (MT) (左ハンドル) (11),188〜322万円,320.0,1368cc,4,FF,5MT,−,https://kakaku.com/kuruma/used/spec/Maker=32/Model=31880/Generation=41655/UCGrade=36775/,"アバルト595 2013年モデル
                                        (561)",アバルト595,2013年モデル,ベースグレード (MT) (左ハンドル),フィアット
ベースグレード (22),99〜248万円,326.0,1368cc,4,FF,−,12km/L,https://kakaku.com/kuruma/used/spec/Maker=32/Model=31880/Generation=41655/UCGrade=36776/,"アバルト595 2013年モデル
                                        (561)",アバルト595,2013年モデル,ベースグレード,フィアット
595 TURISMO LIMITED (20),70〜158万円,319.0,1368cc,4,FF,5AT,14km/L,https://kakaku.com/kuruma/used/spec/Maker=32/Model=31880/Generation=41655/UCGrade=28224/,"アバルト595 2013年モデル
                                        (561)",アバルト595,2013年モデル,595 TURISMO LIMITED,フィアット
595 TURISMO (28),73〜267万円,339.0,1368cc,4,FF,5AT,14km/L,https://kakaku.com/kuruma/used/spec/Maker=32/Model=31880/Generation=41655/UCGrade=26860/,"アバルト595 2013年モデル
                                        (561)",アバルト595,2013年モデル,595 TURISMO,フィアット
595 COMPETIZIONE (MT) (40),85〜419万円,343.0,1368cc,4,FF,5MT,14km/L,https://kakaku.com/kuruma/used/spec/Maker=32/Model=31880/Generation=41655/UCGrade=29193/,"アバルト595 2013年モデル
                                        (561)",アバルト595,2013年モデル,595 COMPETIZIONE (MT),フィアット
595 COMPETIZIONE (MT) (左ハンドル) (4),163〜227万円,353.0,1368cc,4,FF,5MT,13km/L,https://kakaku.com/kuruma/used/spec/Maker=32/Model=31880/Generation=41655/UCGrade=31138/,"アバルト595 2013年モデル
                                        (561)",アバルト595,2013年モデル,595 COMPETIZIONE (MT) (左ハンドル),フィアット
595 コンペティツィオーネ スコルピオ (MT) (2),216.0万円,353.0,1368cc,4,FF,5MT,14km/L,https://kakaku.com/kuruma/used/spec/Maker=32/Model=31880/Generation=41655/UCGrade=33507/,"アバルト595 2013年モデル
                                        (561)",アバルト595,2013年モデル,595 コンペティツィオーネ スコルピオ (MT),フィアット
595 COMPETIZIONE (45),83〜308万円,369.0,1368cc,4,FF,5AT,13km/L,https://kakaku.com/kuruma/used/spec/Maker=32/Model=31880/Generation=41655/UCGrade=26862/,"アバルト595 2013年モデル
                                        (561)",アバルト595,2013年モデル,595 COMPETIZIONE,フィアット
595 コンペティツィオーネ スコルピオ (2),84〜210万円,369.0,1368cc,4,FF,5AT,14km/L,https://kakaku.com/kuruma/used/spec/Maker=32/Model=31880/Generation=41655/UCGrade=33506/,"アバルト595 2013年モデル
                                        (561)",アバルト595,2013年モデル,595 コンペティツィオーネ スコルピオ,フィアット
595 50th Anniversary (2),222〜286万円,484.0,1368cc,4,FF,5AT,14km/L,https://kakaku.com/kuruma/used/spec/Maker=32/Model=31880/Generation=41655/UCGrade=28060/,"アバルト595 2013年モデル
                                        (561)",アバルト595,2013年モデル,595 50th Anniversary,フィアット
Pista (5),272〜305万円,345.0,1368cc,4,FF,−,13km/L,https://kakaku.com/kuruma/used/spec/Maker=32/Model=31880/Generation=41655/UCGrade=51581/,"アバルト595 2013年モデル
                                        (561)",アバルト595,2013年モデル,Pista,フィアット
Monster Energy Yamaha (MT) (1),379.3万円,340.0,1368cc,4,FF,5MT,15km/L,https://kakaku.com/kuruma/used/spec/Maker=32/Model=31880/Generation=41655/UCGrade=54750/,"アバルト595 2013年モデル
                                        (561)",アバルト595,2013年モデル,Monster Energy Yamaha (MT),フィアット
Monster Energy Yamaha (MT) (左ハンドル) (2),339〜358万円,340.0,1368cc,4,FF,5MT,15km/L,https://kakaku.com/kuruma/used/spec/Maker=32/Model=31880/Generation=41655/UCGrade=54751/,"アバルト595 2013年モデル
                                        (561)",アバルト595,2013年モデル,Monster Energy Yamaha (MT) (左ハンドル),フィアット
Monster Energy Yamaha (2),306〜309万円,357.0,1368cc,4,FF,−,13km/L,https://kakaku.com/kuruma/used/spec/Maker=32/Model=31880/Generation=41655/UCGrade=54749/,"アバルト595 2013年モデル
                                        (561)",アバルト595,2013年モデル,Monster Energy Yamaha,フィアット
Momento (1),384.0万円,412.0,1368cc,4,FF,5MT,−,https://kakaku.com/kuruma/used/spec/Maker=32/Model=31880/Generation=41655/UCGrade=54914/,"アバルト595 2013年モデル
                                        (561)",アバルト595,2013年モデル,Momento,フィアット
ツーリズモ (44),137〜719万円,445.0,1368cc,4,FF,5AMT,−,https://kakaku.com/kuruma/used/spec/Maker=32/Model=31880/Generation=41655/UCGrade=36777/,"アバルト595 2013年モデル
                                        (561)",アバルト595,2013年モデル,ツーリズモ,フィアット
Scorpioneoro (MT) (5),236〜310万円,368.0,1368cc,4,FF,5MT,−,https://kakaku.com/kuruma/used/spec/Maker=32/Model=31880/Generation=41655/UCGrade=53315/,"アバルト595 2013年モデル
                                        (561)",アバルト595,2013年モデル,Scorpioneoro (MT),フィアット
Scorpioneoro (MT) (左ハンドル) (3),315〜425万円,368.0,1368cc,4,FF,5MT,−,https://kakaku.com/kuruma/used/spec/Maker=32/Model=31880/Generation=41655/UCGrade=53317/,"アバルト595 2013年モデル
                                        (561)",アバルト595,2013年モデル,Scorpioneoro (MT) (左ハンドル),フィアット
Scorpioneoro (1),218.0万円,379.0,1368cc,4,FF,−,−,https://kakaku.com/kuruma/used/spec/Maker=32/Model=31880/Generation=41655/UCGrade=53316/,"アバルト595 2013年モデル
                                        (561)",アバルト595,2013年モデル,Scorpioneoro,フィアット
コンペティツィオーネ スティーレ (MT) (2),282〜283万円,378.0,1368cc,4,FF,5MT,13km/L,https://kakaku.com/kuruma/used/spec/Maker=32/Model=31880/Generation=41655/UCGrade=50031/,"アバルト595 2013年モデル
                                        (561)",アバルト595,2013年モデル,コンペティツィオーネ スティーレ (MT),フィアット
コンペティツィオーネ スティーレ (5),202〜273万円,395.0,1368cc,4,FF,−,13km/L,https://kakaku.com/kuruma/used/spec/Maker=32/Model=31880/Generation=41655/UCGrade=50032/,"アバルト595 2013年モデル
                                        (561)",アバルト595,2013年モデル,コンペティツィオーネ スティーレ,フィアット
コンペティツィオーネ パフォーマンス パッケージ (2),267〜269万円,397.0,1368cc,4,FF,5MT,13km/L,https://kakaku.com/kuruma/used/spec/Maker=32/Model=31880/Generation=41655/UCGrade=42362/,"アバルト595 2013年モデル
                                        (561)",アバルト595,2013年モデル,コンペティツィオーネ パフォーマンス パッケージ,フィアット
コンペティツィオーネ パフォーマンス パッケージ (左ハンドル) (1),229.9万円,397.0,1368cc,4,FF,5MT,13km/L,https://kakaku.com/kuruma/used/spec/Maker=32/Model=31880/Generation=41655/UCGrade=42363/,"アバルト595 2013年モデル
                                        (561)",アバルト595,2013年モデル,コンペティツィオーネ パフォーマンス パッケージ (左ハンドル),フィアット
コンペティツィオーネ パフォーマンス パッケージ ツー (2),299.4万円,398.0,1368cc,4,FF,5MT,13km/L,https://kakaku.com/kuruma/used/spec/Maker=32/Model=31880/Generation=41655/UCGrade=46316/,"アバルト595 2013年モデル
                                        (561)",アバルト595,2013年モデル,コンペティツィオーネ パフォーマンス パッケージ ツー,フィアット
コンペティツィオーネ パフォーマンス パッケージ スリー (3),344〜351万円,413.0,1368cc,4,FF,5MT,13km/L,https://kakaku.com/kuruma/used/spec/Maker=32/Model=31880/Generation=41655/UCGrade=49222/,"アバルト595 2013年モデル
                                        (561)",アバルト595,2013年モデル,コンペティツィオーネ パフォーマンス パッケージ スリー,フィアット
コンペティツィオーネ パフォーマンス パッケージ スリー (左ハンドル) (3),370〜372万円,413.0,1368cc,4,FF,5MT,13km/L,https://kakaku.com/kuruma/used/spec/Maker=32/Model=31880/Generation=41655/UCGrade=49102/,"アバルト595 2013年モデル
                                        (561)",アバルト595,2013年モデル,コンペティツィオーネ パフォーマンス パッケージ スリー (左ハンドル),フィアット
コンペティツィオーネ (MT) (67),189〜498万円,467.0,1368cc,4,FF,5MT,−,https://kakaku.com/kuruma/used/spec/Maker=32/Model=31880/Generation=41655/UCGrade=36779/,"アバルト595 2013年モデル
                                        (561)",アバルト595,2013年モデル,コンペティツィオーネ (MT),フィアット
コンペティツィオーネ (MT) (左ハンドル) (37),199〜440万円,467.0,1368cc,4,FF,5MT,−,https://kakaku.com/kuruma/used/spec/Maker=32/Model=31880/Generation=41655/UCGrade=36780/,"アバルト595 2013年モデル
                                        (561)",アバルト595,2013年モデル,コンペティツィオーネ (MT) (左ハンドル),フィアット
コンペティツィオーネ (78),168〜344万円,486.0,1368cc,4,FF,5AMT,−,https://kakaku.com/kuruma/used/spec/Maker=32/Model=31880/Generation=41655/UCGrade=36781/,"アバルト595 2013年モデル
                                        (561)",アバルト595,2013年モデル,コンペティツィオーネ,フィアット
F595 (27),219〜468万円,448.0,1368cc,4,FWD,5MT,−,https://kakaku.com/kuruma/used/spec/Maker=32/Model=31880/Generation=41655/UCGrade=59201/,"アバルト595 2013年モデル
                                        (561)",アバルト595,2013年モデル,F595,フィアット
F595 (左ハンドル) (9),259〜418万円,448.0,1368cc,4,FF,5MT,−,https://kakaku.com/kuruma/used/spec/Maker=32/Model=31880/Generation=41655/UCGrade=59202/,"アバルト595 2013年モデル
                                        (561)",アバルト595,2013年モデル,F595 (左ハンドル),フィアット
F595C 2nd Edition (左ハンドル) (2),499〜508万円,466.0,1368cc,4,FWD,5MT,−,https://kakaku.com/kuruma/used/spec/Maker=32/Model=31880/Generation=41655/UCGrade=65098/,"アバルト595 2013年モデル
                                        (561)",アバルト595,2013年モデル,F595C 2nd Edition (左ハンドル),フィアット
F595C (4),424〜459万円,475.0,1368cc,4,FWD,5MT,−,https://kakaku.com/kuruma/used/spec/Maker=32/Model=31880/Generation=41655/UCGrade=64290/,"アバルト595 2013年モデル
                                        (561)",アバルト595,2013年モデル,F595C,フィアット
F595C (左ハンドル) (1),432.0万円,475.0,1368cc,4,FWD,5MT,−,https://kakaku.com/kuruma/used/spec/Maker=32/Model=31880/Generation=41655/UCGrade=64291/,"アバルト595 2013年モデル
                                        (561)",アバルト595,2013年モデル,F595C (左ハンドル),フィアット
esseesse (MT) (8),288〜401万円,403.0,1368cc,4,FF,5MT,13km/L,https://kakaku.com/kuruma/used/spec/Maker=32/Model=31880/Generation=41655/UCGrade=52604/,"アバルト595 2013年モデル
                                        (561)",アバルト595,2013年モデル,esseesse (MT),フィアット
esseesse (3),317〜390万円,420.0,1368cc,4,FF,−,13km/L,https://kakaku.com/kuruma/used/spec/Maker=32/Model=31880/Generation=41655/UCGrade=52605/,"アバルト595 2013年モデル
                                        (561)",アバルト595,2013年モデル,esseesse,フィアット
595C TURISMO (23),94〜236万円,369.0,1368cc,4,FF,5AT,14km/L,https://kakaku.com/kuruma/used/spec/Maker=32/Model=31881/Generation=41656/UCGrade=26861/,"アバルト595C 2013年モデル
                                        (74)",アバルト595C,2013年モデル,595C TURISMO,フィアット
Pista (MT) (6),358〜428万円,361.0,1368cc,4,FF,5MT,15km/L,https://kakaku.com/kuruma/used/spec/Maker=32/Model=31881/Generation=41656/UCGrade=51582/,"アバルト595C 2013年モデル
                                        (74)",アバルト595C,2013年モデル,Pista (MT),フィアット
Pista (2),276〜292万円,378.0,1368cc,4,FF,−,13km/L,https://kakaku.com/kuruma/used/spec/Maker=32/Model=31881/Generation=41656/UCGrade=51583/,"アバルト595C 2013年モデル
                                        (74)",アバルト595C,2013年モデル,Pista,フィアット
ツーリズモ (34),155〜546万円,480.0,1368cc,4,FF,5AMT,−,https://kakaku.com/kuruma/used/spec/Maker=32/Model=31881/Generation=41656/UCGrade=36778/,"アバルト595C 2013年モデル
                                        (74)",アバルト595C,2013年モデル,ツーリズモ,フィアット
esseesse (3),359〜403万円,443.0,1368cc,4,FF,−,13km/L,https://kakaku.com/kuruma/used/spec/Maker=32/Model=31881/Generation=41656/UCGrade=52607/,"アバルト595C 2013年モデル
                                        (74)",アバルト595C,2013年モデル,esseesse,フィアット
695 70° Anniversario (MT) (4),401〜483万円,417.0,1368cc,4,FF,5MT,13km/L,https://kakaku.com/kuruma/used/spec/Maker=32/Model=31879/Generation=41654/UCGrade=50249/,"アバルト695 2010年モデル
                                        (126)",アバルト695,2010年モデル,695 70° Anniversario (MT),フィアット
695 70° Anniversario (MT) (左ハンドル) (3),434〜489万円,417.0,1368cc,4,FF,5MT,13km/L,https://kakaku.com/kuruma/used/spec/Maker=32/Model=31879/Generation=41654/UCGrade=50250/,"アバルト695 2010年モデル
                                        (126)",アバルト695,2010年モデル,695 70° Anniversario (MT) (左ハンドル),フィアット
695 Anno del Toro (1),510.0万円,429.0,1368cc,4,FF,5MT,−,https://kakaku.com/kuruma/used/spec/Maker=32/Model=31879/Generation=41654/UCGrade=54562/,"アバルト695 2010年モデル
                                        (126)",アバルト695,2010年モデル,695 Anno del Toro,フィアット
695 70° Anniversario (2),348〜495万円,434.0,1368cc,4,FF,−,13km/L,https://kakaku.com/kuruma/used/spec/Maker=32/Model=31879/Generation=41654/UCGrade=50251/,"アバルト695 2010年モデル
                                        (126)",アバルト695,2010年モデル,695 70° Anniversario,フィアット
695 EDIZIONE MASERATI (3),211〜381万円,499.0,1368cc,4,FWD,5AMT,−,https://kakaku.com/kuruma/used/spec/Maker=32/Model=31879/Generation=41654/UCGrade=26858/,"アバルト695 2010年モデル
                                        (126)",アバルト695,2010年モデル,695 EDIZIONE MASERATI,フィアット
695 TRIBUTO FERRARI TRIBUTO AL GIAPPONE (1),480.0万円,609.0,1368cc,4,FWD,5AMT,−,https://kakaku.com/kuruma/used/spec/Maker=32/Model=31879/Generation=41654/UCGrade=24771/,"アバルト695 2010年モデル
                                        (126)",アバルト695,2010年モデル,695 TRIBUTO FERRARI TRIBUTO AL GIAPPONE,フィアット
ツーリズモ (9),348〜486万円,470.0,1368cc,4,FWD,5AMT,−,https://kakaku.com/kuruma/used/spec/Maker=32/Model=31879/Generation=41654/UCGrade=61870/,"アバルト695 2010年モデル
                                        (126)",アバルト695,2010年モデル,ツーリズモ,フィアット
esseesse (4),418〜488万円,470.0,1368cc,4,FF,5MT,−,https://kakaku.com/kuruma/used/spec/Maker=32/Model=31879/Generation=41654/UCGrade=58950/,"アバルト695 2010年モデル
                                        (126)",アバルト695,2010年モデル,esseesse,フィアット
esseesse (左ハンドル) (6),446〜466万円,470.0,1368cc,4,FF,5MT,−,https://kakaku.com/kuruma/used/spec/Maker=32/Model=31879/Generation=41654/UCGrade=58951/,"アバルト695 2010年モデル
                                        (126)",アバルト695,2010年モデル,esseesse (左ハンドル),フィアット
コンペティツィオーネ (左ハンドル) (2),406〜420万円,480.0,1368cc,4,FF,5MT,−,https://kakaku.com/kuruma/used/spec/Maker=32/Model=31879/Generation=41654/UCGrade=61869/,"アバルト695 2010年モデル
                                        (126)",アバルト695,2010年モデル,コンペティツィオーネ (左ハンドル),フィアット
コンペティツィオーネ (18),315〜529万円,500.0,1368cc,4,FWD,5AMT,−,https://kakaku.com/kuruma/used/spec/Maker=32/Model=31879/Generation=41654/UCGrade=61868/,"アバルト695 2010年モデル
                                        (126)",アバルト695,2010年モデル,コンペティツィオーネ,フィアット
Tributo 131 Rally (4),448〜539万円,517.0,1368cc,4,FF,5MT,−,https://kakaku.com/kuruma/used/spec/Maker=32/Model=31879/Generation=41654/UCGrade=62915/,"アバルト695 2010年モデル
                                        (126)",アバルト695,2010年モデル,Tributo 131 Rally,フィアット
Tributo 131 Rally (左ハンドル) (9),484〜581万円,517.0,1368cc,4,FF,5MT,−,https://kakaku.com/kuruma/used/spec/Maker=32/Model=31879/Generation=41654/UCGrade=62916/,"アバルト695 2010年モデル
                                        (126)",アバルト695,2010年モデル,Tributo 131 Rally (左ハンドル),フィアット
Pelle (2),415〜472万円,520.0,1368cc,4,FWD,5AMT,−,https://kakaku.com/kuruma/used/spec/Maker=32/Model=31879/Generation=41654/UCGrade=62937/,"アバルト695 2010年モデル
                                        (126)",アバルト695,2010年モデル,Pelle,フィアット
75° Anniversario (9),434〜500万円,550.0,1368cc,4,FWD,5MT,−,https://kakaku.com/kuruma/used/spec/Maker=32/Model=31879/Generation=41654/UCGrade=65554/,"アバルト695 2010年モデル
                                        (126)",アバルト695,2010年モデル,75° Anniversario,フィアット
Rivale (7),328〜585万円,422.0,1368cc,4,FF,5AT,13km/L,https://kakaku.com/kuruma/used/spec/Maker=32/Model=33350/Generation=42249/UCGrade=48539/,"アバルト695C 2019年モデル
                                        (20)",アバルト695C,2019年モデル,Rivale,フィアット
ツーリズモ (11),347〜480万円,500.0,1368cc,4,FWD,5AMT,−,https://kakaku.com/kuruma/used/spec/Maker=32/Model=33350/Generation=42249/UCGrade=61871/,"アバルト695C 2019年モデル
                                        (20)",アバルト695C,2019年モデル,ツーリズモ,フィアット
ベースグレード (2),2268〜2364万円,2631.0,3855cc,4,FR,−,−,https://kakaku.com/kuruma/used/spec/Maker=34/Model=33316/Generation=42177/UCGrade=45173/,"ポルトフィーノ 2018年モデル
                                        (79)",ポルトフィーノ,2018年モデル,ベースグレード,フェラーリ
M (1),3283万円,2823.0,3855cc,4,FR,8DCT,−,https://kakaku.com/kuruma/used/spec/Maker=34/Model=33316/Generation=42177/UCGrade=54768/,"ポルトフィーノ 2018年モデル
                                        (79)",ポルトフィーノ,2018年モデル,M,フェラーリ
M (左ハンドル) (16),2925〜3745万円,2823.0,3855cc,4,FR,8DCT,−,https://kakaku.com/kuruma/used/spec/Maker=34/Model=33316/Generation=42177/UCGrade=54767/,"ポルトフィーノ 2018年モデル
                                        (79)",ポルトフィーノ,2018年モデル,M (左ハンドル),フェラーリ
ベースグレード (35),984〜1900万円,2427.0,4297cc,4,FR,7DCT,−,https://kakaku.com/kuruma/used/spec/Maker=34/Model=31120/Generation=40565/UCGrade=17420/,"カリフォルニア 2009年モデル
                                        (41)",カリフォルニア,2009年モデル,ベースグレード,フェラーリ
360 モデナ (MT) (4),2011〜2400万円,1758.0,3586cc,2,MR,6MT,−,https://kakaku.com/kuruma/used/spec/Maker=34/Model=31107/Generation=40558/UCGrade=17407/,"360 1999年モデル
                                        (33)",360,1999年モデル,360 モデナ (MT),フェラーリ
360 モデナ (MT) (左ハンドル) (11),1180〜2025万円,1758.0,3586cc,2,MR,6MT,−,https://kakaku.com/kuruma/used/spec/Maker=34/Model=31107/Generation=40558/UCGrade=22421/,"360 1999年モデル
                                        (33)",360,1999年モデル,360 モデナ (MT) (左ハンドル),フェラーリ
360 モデナ F1 (3),900〜1377万円,1884.0,3586cc,2,MR,6AT,−,https://kakaku.com/kuruma/used/spec/Maker=34/Model=31107/Generation=40558/UCGrade=17408/,"360 1999年モデル
                                        (33)",360,1999年モデル,360 モデナ F1,フェラーリ
360 モデナ F1 (左ハンドル) (10),828〜1330万円,1884.0,3586cc,2,MR,6AT,−,https://kakaku.com/kuruma/used/spec/Maker=34/Model=31107/Generation=40558/UCGrade=22422/,"360 1999年モデル
                                        (33)",360,1999年モデル,360 モデナ F1 (左ハンドル),フェラーリ
458 イタリア (52),2013〜3408万円,2920.0,4497cc,2,MR,7DCT,−,https://kakaku.com/kuruma/used/spec/Maker=34/Model=31591/Generation=40680/UCGrade=23625/,"458イタリア 2010年モデル
                                        (54)",458イタリア,2010年モデル,458 イタリア,フェラーリ
ベースグレード (5),2869〜3721万円,3513.0,3902cc,2,MR,−,−,https://kakaku.com/kuruma/used/spec/Maker=34/Model=33259/Generation=42052/UCGrade=36315/,"488スパイダー 2015年モデル
                                        (44)",488スパイダー,2015年モデル,ベースグレード,フェラーリ
ベースグレード (左ハンドル) (38),2400〜4310万円,3513.0,3902cc,2,MR,−,−,https://kakaku.com/kuruma/used/spec/Maker=34/Model=33259/Generation=42052/UCGrade=43830/,"488スパイダー 2015年モデル
                                        (44)",488スパイダー,2015年モデル,ベースグレード (左ハンドル),フェラーリ
F430 スパイダー F1 (左ハンドル) (17),1180〜2900万円,2755.0,4308cc,2,MR,6AT,−,https://kakaku.com/kuruma/used/spec/Maker=34/Model=31117/Generation=40562/UCGrade=22430/,"F430 2005年モデル
                                        (48)",F430,2005年モデル,F430 スパイダー F1 (左ハンドル),フェラーリ
スパイダー F1 (6),1390〜1601万円,2755.0,4308cc,2,MR,6AT,−,https://kakaku.com/kuruma/used/spec/Maker=34/Model=31117/Generation=40562/UCGrade=17416/,"F430 2005年モデル
                                        (48)",F430,2005年モデル,スパイダー F1,フェラーリ
ベースグレード (3),3580〜4030万円,3395.0,3902cc,2,MR,7DCT,−,https://kakaku.com/kuruma/used/spec/Maker=34/Model=33360/Generation=42266/UCGrade=49103/,"F8トリブート 2019年モデル
                                        (44)",F8トリブート,2019年モデル,ベースグレード,フェラーリ
ベースグレード (左ハンドル) (38),3520〜4837万円,3395.0,3902cc,2,MR,7DCT,−,https://kakaku.com/kuruma/used/spec/Maker=34/Model=33360/Generation=42266/UCGrade=49104/,"F8トリブート 2019年モデル
                                        (44)",F8トリブート,2019年モデル,ベースグレード (左ハンドル),フェラーリ
ベースグレード (1),4170万円,3724.0,3902cc,2,MR,7DCT,−,https://kakaku.com/kuruma/used/spec/Maker=34/Model=33423/Generation=42409/UCGrade=53342/,"F8 スパイダー 2020年モデル
                                        (32)",F8 スパイダー,2020年モデル,ベースグレード,フェラーリ
ベースグレード (左ハンドル) (26),4120〜5980万円,3724.0,3902cc,2,MR,7DCT,−,https://kakaku.com/kuruma/used/spec/Maker=34/Model=33423/Generation=42409/UCGrade=53341/,"F8 スパイダー 2020年モデル
                                        (32)",F8 スパイダー,2020年モデル,ベースグレード (左ハンドル),フェラーリ
ベースグレード (18),4050〜6100万円,5442.0,3990cc,2,4WD,8DCT,−,https://kakaku.com/kuruma/used/spec/Maker=34/Model=33375/Generation=42290/UCGrade=49919/,"SF90ストラダーレ 2019年モデル
                                        (42)",SF90ストラダーレ,2019年モデル,ベースグレード,フェラーリ
TSI Trendline (6),105～141万円,233.0,999cc,5,FF,－,19km/L,https://kakaku.com/kuruma/used/spec/Maker=25/Model=31014/Generation=42181/UCGrade=45322/,"ポロ 2018年モデル
                                        (447)",ポロ,2018年モデル,TSI Trendline,フォルクスワーゲン
TSI Comfortline (70),97～201万円,263.0,999cc,5,FF,－,19km/L,https://kakaku.com/kuruma/used/spec/Maker=25/Model=31014/Generation=42181/UCGrade=45323/,"ポロ 2018年モデル
                                        (447)",ポロ,2018年モデル,TSI Comfortline,フォルクスワーゲン
TSI Comfortline Limited (33),113～189万円,265.0,999cc,5,FF,7DCT,19km/L,https://kakaku.com/kuruma/used/spec/Maker=25/Model=31014/Generation=42181/UCGrade=49920/,"ポロ 2018年モデル
                                        (447)",ポロ,2018年モデル,TSI Comfortline Limited,フォルクスワーゲン
TSI Active Basic (9),171～209万円,288.0,999cc,5,FWD,7DCT,19km/L,https://kakaku.com/kuruma/used/spec/Maker=25/Model=31014/Generation=42181/UCGrade=59605/,"ポロ 2018年モデル
                                        (447)",ポロ,2018年モデル,TSI Active Basic,フォルクスワーゲン
TSI Highline (69),100～210万円,289.0,999cc,5,FF,－,19km/L,https://kakaku.com/kuruma/used/spec/Maker=25/Model=31014/Generation=42181/UCGrade=45324/,"ポロ 2018年モデル
                                        (447)",ポロ,2018年モデル,TSI Highline,フォルクスワーゲン
TSI Active (71),163～316万円,321.0,999cc,5,FWD,7DCT,19km/L,https://kakaku.com/kuruma/used/spec/Maker=25/Model=31014/Generation=42181/UCGrade=59604/,"ポロ 2018年モデル
                                        (447)",ポロ,2018年モデル,TSI Active,フォルクスワーゲン
TSI Style (53),179～355万円,364.0,999cc,5,FWD,7DCT,19km/L,https://kakaku.com/kuruma/used/spec/Maker=25/Model=31014/Generation=42181/UCGrade=59607/,"ポロ 2018年モデル
                                        (447)",ポロ,2018年モデル,TSI Style,フォルクスワーゲン
TSI R-Line (40),138～309万円,371.0,999cc,5,FWD,7DCT,19km/L,https://kakaku.com/kuruma/used/spec/Maker=25/Model=31014/Generation=42181/UCGrade=48384/,"ポロ 2018年モデル
                                        (447)",ポロ,2018年モデル,TSI R-Line,フォルクスワーゲン
GTI (75),143～428万円,459.0,1984cc,5,FWD,7DCT,16km/L,https://kakaku.com/kuruma/used/spec/Maker=25/Model=31014/Generation=42181/UCGrade=45886/,"ポロ 2018年モデル
                                        (447)",ポロ,2018年モデル,GTI,フォルクスワーゲン
TSI Trendline (1),89.9万円,199.0,1197cc,5,FF,7DCT,22km/L,https://kakaku.com/kuruma/used/spec/Maker=25/Model=31014/Generation=41814/UCGrade=34824/,"ポロ 2009年モデル
                                        (184)",ポロ,2009年モデル,TSI Trendline,フォルクスワーゲン
TSI Comfortline BlueMotion Technology (15),33～106万円,218.0,1197cc,5,FF,7AT,21km/L,https://kakaku.com/kuruma/used/spec/Maker=25/Model=31014/Generation=41814/UCGrade=24797/,"ポロ 2009年モデル
                                        (184)",ポロ,2009年モデル,TSI Comfortline BlueMotion Technology,フォルクスワーゲン
TSI Comfortline (59),30～148万円,226.0,1197cc,5,FF,7DCT,22km/L,https://kakaku.com/kuruma/used/spec/Maker=25/Model=31014/Generation=41814/UCGrade=16558/,"ポロ 2009年モデル
                                        (184)",ポロ,2009年モデル,TSI Comfortline,フォルクスワーゲン
TSI Comfortline Meister (5),109～152万円,244.0,1197cc,5,FF,－,22km/L,https://kakaku.com/kuruma/used/spec/Maker=25/Model=31014/Generation=41814/UCGrade=37031/,"ポロ 2009年モデル
                                        (184)",ポロ,2009年モデル,TSI Comfortline Meister,フォルクスワーゲン
TSI Highline (33),38～142万円,258.0,1197cc,5,FF,7DCT,22km/L,https://kakaku.com/kuruma/used/spec/Maker=25/Model=31014/Generation=41814/UCGrade=16559/,"ポロ 2009年モデル
                                        (184)",ポロ,2009年モデル,TSI Highline,フォルクスワーゲン
TSI Comfortline Upgrade Package (12),59～123万円,262.0,1197cc,5,FF,7DCT,22km/L,https://kakaku.com/kuruma/used/spec/Maker=25/Model=31014/Generation=41814/UCGrade=29725/,"ポロ 2009年モデル
                                        (184)",ポロ,2009年モデル,TSI Comfortline Upgrade Package,フォルクスワーゲン
TSI Highline Meister (2),114～115万円,268.0,1197cc,5,FF,－,22km/L,https://kakaku.com/kuruma/used/spec/Maker=25/Model=31014/Generation=41814/UCGrade=37030/,"ポロ 2009年モデル
                                        (184)",ポロ,2009年モデル,TSI Highline Meister,フォルクスワーゲン
1.4 Comfortline (8),29～68万円,203.0,－,5,FF,7AT,－,https://kakaku.com/kuruma/used/spec/Maker=25/Model=31014/Generation=41814/UCGrade=16557/,"ポロ 2009年モデル
                                        (184)",ポロ,2009年モデル,1.4 Comfortline,フォルクスワーゲン
Premium Edition (1),77.7万円,224.0,1197cc,5,FF,－,22km/L,https://kakaku.com/kuruma/used/spec/Maker=25/Model=31014/Generation=41814/UCGrade=34192/,"ポロ 2009年モデル
                                        (184)",ポロ,2009年モデル,Premium Edition,フォルクスワーゲン
Premium Edition Navi Package (3),105～131万円,239.0,1197cc,5,FF,－,22km/L,https://kakaku.com/kuruma/used/spec/Maker=25/Model=31014/Generation=41814/UCGrade=34193/,"ポロ 2009年モデル
                                        (184)",ポロ,2009年モデル,Premium Edition Navi Package,フォルクスワーゲン
Active (2),108～109万円,236.0,1197cc,5,FF,－,22km/L,https://kakaku.com/kuruma/used/spec/Maker=25/Model=31014/Generation=41814/UCGrade=27247/,"ポロ 2009年モデル
                                        (184)",ポロ,2009年モデル,Active,フォルクスワーゲン
