グレード名 (掲載台数),支払総額,新車価格,排気量,定員,駆動,変速,燃費,Web Address,model,モデル名,年,グレード名,CarMaker
Turbo (8),1020〜1417万円,2316.0,−,4,4WD,2AT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=33387/Generation=42315/UCGrade=52143/,"タイカン 2020年モデル
                                        (57)",タイカン,2020年モデル,Turbo,ポルシェ
Turbo S (9),930〜1300万円,2778.0,−,4,4WD,2AT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=33387/Generation=42315/UCGrade=52144/,"タイカン 2020年モデル
                                        (57)",タイカン,2020年モデル,Turbo S,ポルシェ
Turbo GT with Weissach Package (2),2170〜2703万円,3144.0,−,2,4WD,2AT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=33387/Generation=42315/UCGrade=64662/,"タイカン 2020年モデル
                                        (57)",タイカン,2020年モデル,Turbo GT with Weissach Package,ポルシェ
ベースグレード (88),185〜1087万円,871.0,1984cc,5,4WD,7DCT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=33090/Generation=41758/UCGrade=29640/,"マカン 2014年モデル
                                        (470)",マカン,2014年モデル,ベースグレード,ポルシェ
S (87),208〜1079万円,1115.0,2893cc,5,4WD,7DCT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=33090/Generation=41758/UCGrade=29183/,"マカン 2014年モデル
                                        (470)",マカン,2014年モデル,S,ポルシェ
T (16),848〜1113万円,933.0,1984cc,5,4WD,7DCT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=33090/Generation=41758/UCGrade=58262/,"マカン 2014年モデル
                                        (470)",マカン,2014年モデル,T,ポルシェ
GTS (136),299〜1623万円,1339.0,2893cc,5,4WD,7DCT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=33090/Generation=41758/UCGrade=34441/,"マカン 2014年モデル
                                        (470)",マカン,2014年モデル,GTS,ポルシェ
ターボ パフォーマンス (4),448〜626万円,1194.0,3604cc,5,4WD,7DCT,10km/L,https://kakaku.com/kuruma/used/spec/Maker=24/Model=33090/Generation=41758/UCGrade=35817/,"マカン 2014年モデル
                                        (470)",マカン,2014年モデル,ターボ パフォーマンス,ポルシェ
ターボ (49),242〜795万円,1252.0,2894cc,5,4WD,−,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=33090/Generation=41758/UCGrade=29184/,"マカン 2014年モデル
                                        (470)",マカン,2014年モデル,ターボ,ポルシェ
ベースグレード (12),509〜1378万円,1254.0,2994cc,5,4WD,8AT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30978/Generation=42156/UCGrade=43684/,"カイエン 2017年モデル
                                        (102)",カイエン,2017年モデル,ベースグレード,ポルシェ
Platinum Edition (2),888〜921万円,1244.0,2995cc,5,4WD,8AT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30978/Generation=42156/UCGrade=58156/,"カイエン 2017年モデル
                                        (102)",カイエン,2017年モデル,Platinum Edition,ポルシェ
E-Hybrid Platinum Edition (3),975〜1168万円,1430.0,2994cc,5,4WD,8AT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30978/Generation=42156/UCGrade=58157/,"カイエン 2017年モデル
                                        (102)",カイエン,2017年モデル,E-Hybrid Platinum Edition,ポルシェ
E-Hybrid (3),713〜868万円,1454.0,2994cc,5,4WD,8AT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30978/Generation=42156/UCGrade=48977/,"カイエン 2017年モデル
                                        (102)",カイエン,2017年モデル,E-Hybrid,ポルシェ
S (11),499〜1527万円,1630.0,3996cc,5,4WD,8AT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30978/Generation=42156/UCGrade=43685/,"カイエン 2017年モデル
                                        (102)",カイエン,2017年モデル,S,ポルシェ
GTS (11),856〜1526万円,1893.0,3996cc,5,4WD,8AT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30978/Generation=42156/UCGrade=52157/,"カイエン 2017年モデル
                                        (102)",カイエン,2017年モデル,GTS,ポルシェ
ターボ (8),600〜813万円,2109.0,3996cc,5,4WD,8AT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30978/Generation=42156/UCGrade=43686/,"カイエン 2017年モデル
                                        (102)",カイエン,2017年モデル,ターボ,ポルシェ
Turbo E-Hybrid (1),応談,2467.0,3996cc,5,4WD,8AT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30978/Generation=42156/UCGrade=63360/,"カイエン 2017年モデル
                                        (102)",カイエン,2017年モデル,Turbo E-Hybrid,ポルシェ
Turbo S E-Hybrid (1),915.5万円,2534.0,3996cc,5,4WD,8AT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30978/Generation=42156/UCGrade=49904/,"カイエン 2017年モデル
                                        (102)",カイエン,2017年モデル,Turbo S E-Hybrid,ポルシェ
ベースグレード 4WD (14),104〜344万円,795.0,−,−,4WD,8AT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30978/Generation=40430/UCGrade=16506/,"カイエン 2010年モデル
                                        (163)",カイエン,2010年モデル,ベースグレード 4WD,ポルシェ
ベースグレード (37),128〜520万円,894.0,3598cc,5,4WD,8AT,11km/L,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30978/Generation=40430/UCGrade=24736/,"カイエン 2010年モデル
                                        (163)",カイエン,2010年モデル,ベースグレード,ポルシェ
プラチナエディション (22),159〜508万円,944.0,3598cc,5,4WD,8AT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30978/Generation=40430/UCGrade=29197/,"カイエン 2010年モデル
                                        (163)",カイエン,2010年モデル,プラチナエディション,ポルシェ
S 4WD (3),246〜368万円,1030.0,−,−,4WD,8AT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30978/Generation=40430/UCGrade=16505/,"カイエン 2010年モデル
                                        (163)",カイエン,2010年モデル,S 4WD,ポルシェ
カイエン S (3),118〜204万円,1035.0,4806cc,5,4WD,8AT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30978/Generation=40430/UCGrade=23339/,"カイエン 2010年モデル
                                        (163)",カイエン,2010年モデル,カイエン S,ポルシェ
S (3),159〜318万円,1184.0,3604cc,5,4WD,8AT,9km/L,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30978/Generation=40430/UCGrade=24737/,"カイエン 2010年モデル
                                        (163)",カイエン,2010年モデル,S,ポルシェ
S (左ハンドル) (1),応談,1184.0,3604cc,5,4WD,8AT,9km/L,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30978/Generation=40430/UCGrade=24738/,"カイエン 2010年モデル
                                        (163)",カイエン,2010年モデル,S (左ハンドル),ポルシェ
S E-Hybrid (21),145〜328万円,1211.0,2994cc,5,4WD,8AT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30978/Generation=40430/UCGrade=17972/,"カイエン 2010年モデル
                                        (163)",カイエン,2010年モデル,S E-Hybrid,ポルシェ
S E-Hybrid (左ハンドル) (1),254.8万円,1211.0,2994cc,5,4WD,8AT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30978/Generation=40430/UCGrade=24704/,"カイエン 2010年モデル
                                        (163)",カイエン,2010年モデル,S E-Hybrid (左ハンドル),ポルシェ
S E-Hybrid プラチナエディション (2),299〜388万円,1257.0,2995cc,5,4WD,8AT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30978/Generation=40430/UCGrade=35642/,"カイエン 2010年モデル
                                        (163)",カイエン,2010年モデル,S E-Hybrid プラチナエディション,ポルシェ
GTS (17),190〜648万円,1424.0,3604cc,5,4WD,8AT,9km/L,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30978/Generation=40430/UCGrade=25756/,"カイエン 2010年モデル
                                        (163)",カイエン,2010年モデル,GTS,ポルシェ
GTS (左ハンドル) (2),227〜477万円,1424.0,3604cc,5,4WD,8AT,9km/L,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30978/Generation=40430/UCGrade=25757/,"カイエン 2010年モデル
                                        (163)",カイエン,2010年モデル,GTS (左ハンドル),ポルシェ
ターボ 4WD (4),230〜380万円,1538.0,−,−,4WD,8AT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30978/Generation=40430/UCGrade=16504/,"カイエン 2010年モデル
                                        (163)",カイエン,2010年モデル,ターボ 4WD,ポルシェ
カイエン ターボ (3),354〜450万円,1569.0,4806cc,5,4WD,8AT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30978/Generation=40430/UCGrade=23338/,"カイエン 2010年モデル
                                        (163)",カイエン,2010年モデル,カイエン ターボ,ポルシェ
ターボ (3),316〜579万円,1766.0,4806cc,5,4WD,8AT,8km/L,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30978/Generation=40430/UCGrade=24739/,"カイエン 2010年モデル
                                        (163)",カイエン,2010年モデル,ターボ,ポルシェ
ターボ (左ハンドル) (4),249〜588万円,1766.0,4806cc,5,4WD,8AT,8km/L,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30978/Generation=40430/UCGrade=24740/,"カイエン 2010年モデル
                                        (163)",カイエン,2010年モデル,ターボ (左ハンドル),ポルシェ
ベースグレード (37),49〜320万円,718.0,3598cc,5,4WD,6AT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30978/Generation=40429/UCGrade=16478/,"カイエン 2002年モデル
                                        (89)",カイエン,2002年モデル,ベースグレード,ポルシェ
ベースグレード (左ハンドル) (1),159.9万円,718.0,−,−,4WD,6AT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30978/Generation=40429/UCGrade=22353/,"カイエン 2002年モデル
                                        (89)",カイエン,2002年モデル,ベースグレード (左ハンドル),ポルシェ
S (左ハンドル) (7),108〜200万円,970.0,4806cc,5,4WD,6AT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30978/Generation=40429/UCGrade=16476/,"カイエン 2002年モデル
                                        (89)",カイエン,2002年モデル,S (左ハンドル),ポルシェ
S (4),88〜165万円,981.0,4806cc,5,4WD,6AT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30978/Generation=40429/UCGrade=16479/,"カイエン 2002年モデル
                                        (89)",カイエン,2002年モデル,S,ポルシェ
ベースグレードS 4WD (2),69〜95万円,906.0,4510cc,5,4WD,6AT,14km/L,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30978/Generation=40429/UCGrade=16483/,"カイエン 2002年モデル
                                        (89)",カイエン,2002年モデル,ベースグレードS 4WD,ポルシェ
GTS (5),138〜278万円,1120.0,4806cc,5,4WD,6AT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30978/Generation=40429/UCGrade=16489/,"カイエン 2002年モデル
                                        (89)",カイエン,2002年モデル,GTS,ポルシェ
ターボ 4WD (左ハンドル) (7),150〜359万円,1473.0,4806cc,5,4WD,6AT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30978/Generation=40429/UCGrade=16475/,"カイエン 2002年モデル
                                        (89)",カイエン,2002年モデル,ターボ 4WD (左ハンドル),ポルシェ
ターボ (5),85〜200万円,1490.0,4806cc,5,4WD,6AT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30978/Generation=40429/UCGrade=16480/,"カイエン 2002年モデル
                                        (89)",カイエン,2002年モデル,ターボ,ポルシェ
ターボS (1),200.0万円,1771.0,4806cc,5,4WD,6AT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30978/Generation=40429/UCGrade=16484/,"カイエン 2002年モデル
                                        (89)",カイエン,2002年モデル,ターボS,ポルシェ
ベースグレード (20),589〜1410万円,1332.0,2994cc,4,4WD,8AT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=33353/Generation=42254/UCGrade=48736/,"カイエンクーペ 2019年モデル
                                        (86)",カイエンクーペ,2019年モデル,ベースグレード,ポルシェ
Platinum Edition (2),967〜1233万円,1270.0,2995cc,4,4WD,8AT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=33353/Generation=42254/UCGrade=58159/,"カイエンクーペ 2019年モデル
                                        (86)",カイエンクーペ,2019年モデル,Platinum Edition,ポルシェ
E-Hybrid Platinum Edition (2),968〜1202万円,1419.0,2994cc,4,4WD,8AT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=33353/Generation=42254/UCGrade=58124/,"カイエンクーペ 2019年モデル
                                        (86)",カイエンクーペ,2019年モデル,E-Hybrid Platinum Edition,ポルシェ
E-Hybrid (9),700〜1319万円,1504.0,2994cc,4,4WD,8AT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=33353/Generation=42254/UCGrade=49905/,"カイエンクーペ 2019年モデル
                                        (86)",カイエンクーペ,2019年モデル,E-Hybrid,ポルシェ
S (9),829〜1670万円,1719.0,3996cc,4,4WD,8AT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=33353/Generation=42254/UCGrade=49077/,"カイエンクーペ 2019年モデル
                                        (86)",カイエンクーペ,2019年モデル,S,ポルシェ
S E-Hybrid (3),1667〜1843万円,1725.0,2994cc,4,4WD,8AT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=33353/Generation=42254/UCGrade=63700/,"カイエンクーペ 2019年モデル
                                        (86)",カイエンクーペ,2019年モデル,S E-Hybrid,ポルシェ
GTS (13),1018〜2030万円,1948.0,3996cc,4,4WD,8AT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=33353/Generation=42254/UCGrade=52158/,"カイエンクーペ 2019年モデル
                                        (86)",カイエンクーペ,2019年モデル,GTS,ポルシェ
Turbo (8),948〜1885万円,2181.0,3996cc,4,4WD,8AT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=33353/Generation=42254/UCGrade=49076/,"カイエンクーペ 2019年モデル
                                        (86)",カイエンクーペ,2019年モデル,Turbo,ポルシェ
Turbo S E-Hybrid (3),1420〜1702万円,2583.0,3996cc,4,4WD,8AT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=33353/Generation=42254/UCGrade=49906/,"カイエンクーペ 2019年モデル
                                        (86)",カイエンクーペ,2019年モデル,Turbo S E-Hybrid,ポルシェ
Turbo E-Hybrid GT Package (1),2410万円,2880.0,3996cc,4,4WD,8AT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=33353/Generation=42254/UCGrade=63362/,"カイエンクーペ 2019年モデル
                                        (86)",カイエンクーペ,2019年モデル,Turbo E-Hybrid GT Package,ポルシェ
ターボ GT (6),1738〜2323万円,2851.0,3996cc,4,4WD,8AT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=33353/Generation=42254/UCGrade=55932/,"カイエンクーペ 2019年モデル
                                        (86)",カイエンクーペ,2019年モデル,ターボ GT,ポルシェ
ベースグレード (24),488〜919万円,968.0,1987cc,2,MR,7DCT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30982/Generation=41959/UCGrade=34186/,"718ボクスター 2016年モデル
                                        (108)",718ボクスター,2016年モデル,ベースグレード,ポルシェ
ベースグレード (MT) (5),571〜698万円,968.0,1987cc,2,MR,6MT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30982/Generation=41959/UCGrade=34184/,"718ボクスター 2016年モデル
                                        (108)",718ボクスター,2016年モデル,ベースグレード (MT),ポルシェ
Style Edition (MT) (2),1112〜1166万円,1029.0,1987cc,2,MR,6MT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30982/Generation=41959/UCGrade=60953/,"718ボクスター 2016年モデル
                                        (108)",718ボクスター,2016年モデル,Style Edition (MT),ポルシェ
Style Edition (MT) (左ハンドル) (7),978〜1179万円,1029.0,1987cc,2,MR,6MT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30982/Generation=41959/UCGrade=60954/,"718ボクスター 2016年モデル
                                        (108)",718ボクスター,2016年モデル,Style Edition (MT) (左ハンドル),ポルシェ
Style Edition (左ハンドル) (1),応談,1029.0,1987cc,2,MR,7DCT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30982/Generation=41959/UCGrade=60956/,"718ボクスター 2016年モデル
                                        (108)",718ボクスター,2016年モデル,Style Edition (左ハンドル),ポルシェ
S (9),578〜926万円,1116.0,2497cc,2,MR,7DCT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30982/Generation=41959/UCGrade=34190/,"718ボクスター 2016年モデル
                                        (108)",718ボクスター,2016年モデル,S,ポルシェ
S (MT) (3),753〜832万円,1116.0,2497cc,2,MR,6MT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30982/Generation=41959/UCGrade=34188/,"718ボクスター 2016年モデル
                                        (108)",718ボクスター,2016年モデル,S (MT),ポルシェ
T (MT) (左ハンドル) (1),1150万円,921.0,1987cc,2,MR,6MT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30982/Generation=41959/UCGrade=59988/,"718ボクスター 2016年モデル
                                        (108)",718ボクスター,2016年モデル,T (MT) (左ハンドル),ポルシェ
T (1),1116万円,976.0,1987cc,2,MR,7DCT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30982/Generation=41959/UCGrade=52274/,"718ボクスター 2016年モデル
                                        (108)",718ボクスター,2016年モデル,T,ポルシェ
GTS (MT) (1),816.8万円,1064.0,2497cc,2,MR,6MT,11km/L,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30982/Generation=41959/UCGrade=43952/,"718ボクスター 2016年モデル
                                        (108)",718ボクスター,2016年モデル,GTS (MT),ポルシェ
GTS (6),849〜1017万円,1119.0,2497cc,2,MR,7DCT,11km/L,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30982/Generation=41959/UCGrade=43954/,"718ボクスター 2016年モデル
                                        (108)",718ボクスター,2016年モデル,GTS,ポルシェ
GTS (左ハンドル) (2),967〜999万円,1119.0,2497cc,2,MR,7DCT,11km/L,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30982/Generation=41959/UCGrade=43955/,"718ボクスター 2016年モデル
                                        (108)",718ボクスター,2016年モデル,GTS (左ハンドル),ポルシェ
GTS 4.0 (14),983〜1698万円,1301.0,3995cc,2,MR,6MT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30982/Generation=41959/UCGrade=50994/,"718ボクスター 2016年モデル
                                        (108)",718ボクスター,2016年モデル,GTS 4.0,ポルシェ
GTS 4.0 PDK (6),1412〜1699万円,1301.0,3995cc,2,MR,7DCT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30982/Generation=41959/UCGrade=59986/,"718ボクスター 2016年モデル
                                        (108)",718ボクスター,2016年モデル,GTS 4.0 PDK,ポルシェ
25 Years (MT) (1),1572万円,1248.0,3995cc,2,MR,6MT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30982/Generation=41959/UCGrade=54563/,"718ボクスター 2016年モデル
                                        (108)",718ボクスター,2016年モデル,25 Years (MT),ポルシェ
25 Years (2),1525〜1550万円,1303.0,3995cc,2,MR,6DCT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30982/Generation=41959/UCGrade=54564/,"718ボクスター 2016年モデル
                                        (108)",718ボクスター,2016年モデル,25 Years,ポルシェ
ベースグレード (MT) (2),599〜701万円,634.0,2706cc,2,MR,6MT,11km/L,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30982/Generation=41569/UCGrade=25106/,"718ボクスター 2012年モデル
                                        (96)",718ボクスター,2012年モデル,ベースグレード (MT),ポルシェ
ベースグレード (MT) (左ハンドル) (8),478〜678万円,634.0,2706cc,2,MR,6MT,11km/L,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30982/Generation=41569/UCGrade=25107/,"718ボクスター 2012年モデル
                                        (96)",718ボクスター,2012年モデル,ベースグレード (MT) (左ハンドル),ポルシェ
ベースグレード (22),345〜732万円,687.0,2706cc,2,MR,7DCT,12km/L,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30982/Generation=41569/UCGrade=25108/,"718ボクスター 2012年モデル
                                        (96)",718ボクスター,2012年モデル,ベースグレード,ポルシェ
ベースグレード (左ハンドル) (12),420〜636万円,687.0,2706cc,2,MR,7DCT,12km/L,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30982/Generation=41569/UCGrade=25109/,"718ボクスター 2012年モデル
                                        (96)",718ボクスター,2012年モデル,ベースグレード (左ハンドル),ポルシェ
ブラックエディション (3),480〜643万円,788.0,2706cc,2,MR,7DCT,12km/L,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30982/Generation=41569/UCGrade=32639/,"718ボクスター 2012年モデル
                                        (96)",718ボクスター,2012年モデル,ブラックエディション,ポルシェ
S (MT) (1),713.0万円,790.0,3436cc,2,MR,6MT,10km/L,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30982/Generation=41569/UCGrade=25110/,"718ボクスター 2012年モデル
                                        (96)",718ボクスター,2012年モデル,S (MT),ポルシェ
S (MT) (左ハンドル) (4),696〜855万円,790.0,3436cc,2,MR,6MT,10km/L,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30982/Generation=41569/UCGrade=25111/,"718ボクスター 2012年モデル
                                        (96)",718ボクスター,2012年モデル,S (MT) (左ハンドル),ポルシェ
S (7),397〜683万円,843.0,3436cc,2,MR,7DCT,11km/L,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30982/Generation=41569/UCGrade=25112/,"718ボクスター 2012年モデル
                                        (96)",718ボクスター,2012年モデル,S,ポルシェ
S (左ハンドル) (6),503〜899万円,843.0,3436cc,2,MR,7DCT,11km/L,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30982/Generation=41569/UCGrade=25113/,"718ボクスター 2012年モデル
                                        (96)",718ボクスター,2012年モデル,S (左ハンドル),ポルシェ
GTS (MT) (1),1012万円,902.0,3436cc,2,MR,6MT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30982/Generation=41569/UCGrade=29338/,"718ボクスター 2012年モデル
                                        (96)",718ボクスター,2012年モデル,GTS (MT),ポルシェ
GTS (MT) (左ハンドル) (1),1012万円,902.0,3436cc,2,MR,6MT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30982/Generation=41569/UCGrade=29339/,"718ボクスター 2012年モデル
                                        (96)",718ボクスター,2012年モデル,GTS (MT) (左ハンドル),ポルシェ
GTS (8),758〜1108万円,966.0,3436cc,2,MR,−,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30982/Generation=41569/UCGrade=29340/,"718ボクスター 2012年モデル
                                        (96)",718ボクスター,2012年モデル,GTS,ポルシェ
GTS (左ハンドル) (2),805〜949万円,966.0,3436cc,2,MR,−,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30982/Generation=41569/UCGrade=29341/,"718ボクスター 2012年モデル
                                        (96)",718ボクスター,2012年モデル,GTS (左ハンドル),ポルシェ
スパイダー (1),1398万円,1012.0,3799cc,2,MR,6MT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30982/Generation=41569/UCGrade=32637/,"718ボクスター 2012年モデル
                                        (96)",718ボクスター,2012年モデル,スパイダー,ポルシェ
スパイダー (左ハンドル) (2),1498〜1578万円,1012.0,3799cc,2,MR,6MT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30982/Generation=41569/UCGrade=32638/,"718ボクスター 2012年モデル
                                        (96)",718ボクスター,2012年モデル,スパイダー (左ハンドル),ポルシェ
ベースグレード (3),440〜519万円,615.0,2892cc,2,MR,7PDK,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30982/Generation=41386/UCGrade=24382/,"718ボクスター 2004年モデル
                                        (86)",718ボクスター,2004年モデル,ベースグレード,ポルシェ
S (左ハンドル) (3),365〜457万円,747.0,3436cc,2,MR,7PDK,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30982/Generation=41386/UCGrade=24387/,"718ボクスター 2004年モデル
                                        (86)",718ボクスター,2004年モデル,S (左ハンドル),ポルシェ
ベースグレード (23),384〜887万円,948.0,1987cc,2,MR,7DCT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30980/Generation=41984/UCGrade=34718/,"718ケイマン 2016年モデル
                                        (114)",718ケイマン,2016年モデル,ベースグレード,ポルシェ
ベースグレード (MT) (7),649〜745万円,948.0,1987cc,2,MR,6MT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30980/Generation=41984/UCGrade=34716/,"718ケイマン 2016年モデル
                                        (114)",718ケイマン,2016年モデル,ベースグレード (MT),ポルシェ
Style Edition (4),1027〜1100万円,990.0,1987cc,2,MR,7DCT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30980/Generation=41984/UCGrade=60951/,"718ケイマン 2016年モデル
                                        (114)",718ケイマン,2016年モデル,Style Edition,ポルシェ
Style Edition (MT) (3),957〜1270万円,990.0,1987cc,2,MR,6MT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30980/Generation=41984/UCGrade=60949/,"718ケイマン 2016年モデル
                                        (114)",718ケイマン,2016年モデル,Style Edition (MT),ポルシェ
Style Edition (左ハンドル) (1),1035万円,990.0,1987cc,2,MR,7DCT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30980/Generation=41984/UCGrade=60952/,"718ケイマン 2016年モデル
                                        (114)",718ケイマン,2016年モデル,Style Edition (左ハンドル),ポルシェ
S (12),570〜833万円,1077.0,2497cc,2,MR,7DCT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30980/Generation=41984/UCGrade=34722/,"718ケイマン 2016年モデル
                                        (114)",718ケイマン,2016年モデル,S,ポルシェ
S (MT) (4),598〜917万円,1077.0,2497cc,2,MR,6MT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30980/Generation=41984/UCGrade=34720/,"718ケイマン 2016年モデル
                                        (114)",718ケイマン,2016年モデル,S (MT),ポルシェ
T (1),967.1万円,937.0,1987cc,2,MR,7DCT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30980/Generation=41984/UCGrade=52229/,"718ケイマン 2016年モデル
                                        (114)",718ケイマン,2016年モデル,T,ポルシェ
GTS (MT) (1),885.0万円,1024.0,2497cc,2,MR,6MT,11km/L,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30980/Generation=41984/UCGrade=43948/,"718ケイマン 2016年モデル
                                        (114)",718ケイマン,2016年モデル,GTS (MT),ポルシェ
GTS (8),868〜1069万円,1079.0,2497cc,2,MR,7DCT,11km/L,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30980/Generation=41984/UCGrade=43950/,"718ケイマン 2016年モデル
                                        (114)",718ケイマン,2016年モデル,GTS,ポルシェ
GTS (左ハンドル) (1),900.0万円,1079.0,2497cc,2,MR,7DCT,11km/L,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30980/Generation=41984/UCGrade=43951/,"718ケイマン 2016年モデル
                                        (114)",718ケイマン,2016年モデル,GTS (左ハンドル),ポルシェ
GTS 4.0 (5),1153〜1507万円,1262.0,3995cc,2,MR,6MT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30980/Generation=41984/UCGrade=50993/,"718ケイマン 2016年モデル
                                        (114)",718ケイマン,2016年モデル,GTS 4.0,ポルシェ
GTS 4.0 PDK (4),1282〜1457万円,1262.0,3995cc,2,MR,7DCT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30980/Generation=41984/UCGrade=59982/,"718ケイマン 2016年モデル
                                        (114)",718ケイマン,2016年モデル,GTS 4.0 PDK,ポルシェ
ベースグレード (MT) (7),398〜663万円,629.0,2706cc,2,MR,6MT,11km/L,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30980/Generation=41626/UCGrade=26536/,"718ケイマン 2012年モデル
                                        (59)",718ケイマン,2012年モデル,ベースグレード (MT),ポルシェ
