グレード名 (掲載台数),支払総額,新車価格,排気量,定員,駆動,変速,燃費,Web Address,model,モデル名,年,グレード名,CarMaker
GLC 63 S E PERFORMANCE (8),1259〜1547万円,1840.0,1991cc,5,4WD,9AT,−,https://kakaku.com/kuruma/used/spec/Maker=26/Model=33238/Generation=42642/UCGrade=64649/,"GLCクラス 2024年モデル
                                        (37)",GLCクラス,2024年モデル,GLC 63 S E PERFORMANCE,AMG
GLC43 4MATIC (46),260〜807万円,1076.0,2996cc,5,4WD,9AT,−,https://kakaku.com/kuruma/used/spec/Maker=26/Model=33238/Generation=42015/UCGrade=35902/,"GLCクラス 2016年モデル
                                        (82)",GLCクラス,2016年モデル,GLC43 4MATIC,AMG
GLC63 4MATIC+ (5),455〜592万円,1333.0,3982cc,5,4WD,9AT,−,https://kakaku.com/kuruma/used/spec/Maker=26/Model=33238/Generation=42015/UCGrade=44837/,"GLCクラス 2016年モデル
                                        (82)",GLCクラス,2016年モデル,GLC63 4MATIC+,AMG
GLC63 S 4MATIC+ Edition1 (1),501.7万円,1512.0,3982cc,5,4WD,9AT,−,https://kakaku.com/kuruma/used/spec/Maker=26/Model=33238/Generation=42015/UCGrade=44841/,"GLCクラス 2016年モデル
                                        (82)",GLCクラス,2016年モデル,GLC63 S 4MATIC+ Edition1,AMG
GLC63 S 4MATIC+ (22),508〜1111万円,1526.0,3982cc,5,4WD,9AT,−,https://kakaku.com/kuruma/used/spec/Maker=26/Model=33238/Generation=42015/UCGrade=44838/,"GLCクラス 2016年モデル
                                        (82)",GLCクラス,2016年モデル,GLC63 S 4MATIC+,AMG
GLC 43 4MATIC Coupe Edition Dynamic+ (1),1656万円,1528.0,1991cc,5,4WD,9AT,−,https://kakaku.com/kuruma/used/spec/Maker=26/Model=33272/Generation=42652/UCGrade=67128/,"GLCクラスクーペ 2024年モデル
                                        (4)",GLCクラスクーペ,2024年モデル,GLC 43 4MATIC Coupe Edition Dynamic+,AMG
GLC 63 S E PERFORMANCE Coupe (3),1250〜1988万円,1871.0,1991cc,5,4WD,9AT,−,https://kakaku.com/kuruma/used/spec/Maker=26/Model=33272/Generation=42652/UCGrade=65417/,"GLCクラスクーペ 2024年モデル
                                        (4)",GLCクラスクーペ,2024年モデル,GLC 63 S E PERFORMANCE Coupe,AMG
GLC43 4MATIC Coupe (33),394〜742万円,1169.0,2996cc,5,4WD,9AT,−,https://kakaku.com/kuruma/used/spec/Maker=26/Model=33272/Generation=42072/UCGrade=36704/,"GLCクラスクーペ 2017年モデル
                                        (49)",GLCクラスクーペ,2017年モデル,GLC43 4MATIC Coupe,AMG
GLC63 S 4MATIC+ Coupe (16),534〜1034万円,1559.0,3982cc,5,4WD,9AT,−,https://kakaku.com/kuruma/used/spec/Maker=26/Model=33272/Generation=42072/UCGrade=44840/,"GLCクラスクーペ 2017年モデル
                                        (49)",GLCクラスクーペ,2017年モデル,GLC63 S 4MATIC+ Coupe,AMG
GLE 53 4MATIC+ (左ハンドル) (2),912〜940万円,1510.0,2996cc,7,4WD,9AT,−,https://kakaku.com/kuruma/used/spec/Maker=26/Model=33190/Generation=42355/UCGrade=52081/,"GLEクラス 2020年モデル
                                        (30)",GLEクラス,2020年モデル,GLE 53 4MATIC+ (左ハンドル),AMG
GLE 53 4MATIC (16),697〜1314万円,1740.0,2996cc,7,4WD,9AT,−,https://kakaku.com/kuruma/used/spec/Maker=26/Model=33190/Generation=42355/UCGrade=52080/,"GLEクラス 2020年モデル
                                        (30)",GLEクラス,2020年モデル,GLE 53 4MATIC,AMG
GLE 63 S 4MATIC+ (8),1211〜2057万円,2395.0,3982cc,5,4WD,9AT,−,https://kakaku.com/kuruma/used/spec/Maker=26/Model=33190/Generation=42355/UCGrade=53914/,"GLEクラス 2020年モデル
                                        (30)",GLEクラス,2020年モデル,GLE 63 S 4MATIC+,AMG
GLE 63 S 4MATIC+ (左ハンドル) (3),1135〜1290万円,2395.0,3982cc,5,4WD,9AT,−,https://kakaku.com/kuruma/used/spec/Maker=26/Model=33190/Generation=42355/UCGrade=53915/,"GLEクラス 2020年モデル
                                        (30)",GLEクラス,2020年モデル,GLE 63 S 4MATIC+ (左ハンドル),AMG
GLE43 4MATIC (12),310〜440万円,1189.0,2996cc,5,4WD,9AT,9km/L,https://kakaku.com/kuruma/used/spec/Maker=26/Model=33190/Generation=41939/UCGrade=34730/,"GLEクラス 2015年モデル
                                        (16)",GLEクラス,2015年モデル,GLE43 4MATIC,AMG
GLE63 S 4MATIC (2),390〜400万円,1794.0,5461cc,5,4WD,7AT,7km/L,https://kakaku.com/kuruma/used/spec/Maker=26/Model=33190/Generation=41939/UCGrade=33473/,"GLEクラス 2015年モデル
                                        (16)",GLEクラス,2015年モデル,GLE63 S 4MATIC,AMG
GT 63 4MATIC+ Coupe (22),2028〜2891万円,2783.0,3982cc,2,4WD,9AT,−,https://kakaku.com/kuruma/used/spec/Maker=26/Model=33159/Generation=42646/UCGrade=64830/,"GT 2024年モデル
                                        (43)",GT,2024年モデル,GT 63 4MATIC+ Coupe,AMG
GT 43 Coupe (9),1366〜1829万円,1668.0,1991cc,4,FR,9AT,−,https://kakaku.com/kuruma/used/spec/Maker=26/Model=33159/Generation=42646/UCGrade=66488/,"GT 2024年モデル
                                        (43)",GT,2024年モデル,GT 43 Coupe,AMG
GT 43 Coupe (左ハンドル) (4),1393〜1495万円,1668.0,1991cc,4,FR,9AT,−,https://kakaku.com/kuruma/used/spec/Maker=26/Model=33159/Generation=42646/UCGrade=66489/,"GT 2024年モデル
                                        (43)",GT,2024年モデル,GT 43 Coupe (左ハンドル),AMG
GT 63 S E PERFORMANCE Coupe (1),2420万円,3085.0,3982cc,2,4WD,9AT,−,https://kakaku.com/kuruma/used/spec/Maker=26/Model=33159/Generation=42646/UCGrade=66870/,"GT 2024年モデル
                                        (43)",GT,2024年モデル,GT 63 S E PERFORMANCE Coupe,AMG
GT (7),715〜1396万円,1767.0,3982cc,2,FR,7DCT,−,https://kakaku.com/kuruma/used/spec/Maker=26/Model=33159/Generation=41889/UCGrade=32158/,"GT 2015年モデル
                                        (52)",GT,2015年モデル,GT,AMG
GT (左ハンドル) (5),838〜1512万円,1767.0,3982cc,2,FR,7DCT,−,https://kakaku.com/kuruma/used/spec/Maker=26/Model=33159/Generation=41889/UCGrade=32159/,"GT 2015年モデル
                                        (52)",GT,2015年モデル,GT (左ハンドル),AMG
GT S (7),705〜999万円,2030.0,3982cc,2,FR,7DCT,8km/L,https://kakaku.com/kuruma/used/spec/Maker=26/Model=33159/Generation=41889/UCGrade=32160/,"GT 2015年モデル
                                        (52)",GT,2015年モデル,GT S,AMG
GT S (左ハンドル) (3),790〜1437万円,2030.0,3982cc,2,FR,7DCT,8km/L,https://kakaku.com/kuruma/used/spec/Maker=26/Model=33159/Generation=41889/UCGrade=32161/,"GT 2015年モデル
                                        (52)",GT,2015年モデル,GT S (左ハンドル),AMG
GT S 130th Anniversary Edition (1),1011万円,2140.0,3982cc,2,FR,−,9km/L,https://kakaku.com/kuruma/used/spec/Maker=26/Model=33159/Generation=41889/UCGrade=34859/,"GT 2015年モデル
                                        (52)",GT,2015年モデル,GT S 130th Anniversary Edition,AMG
GT C (3),1659〜1751万円,2243.0,3982cc,2,FR,7DCT,−,https://kakaku.com/kuruma/used/spec/Maker=26/Model=33159/Generation=41889/UCGrade=43659/,"GT 2015年モデル
                                        (52)",GT,2015年モデル,GT C,AMG
GT C Edition 50 (2),1449万円,2290.0,3982cc,2,FR,−,−,https://kakaku.com/kuruma/used/spec/Maker=26/Model=33159/Generation=41889/UCGrade=43660/,"GT 2015年モデル
                                        (52)",GT,2015年モデル,GT C Edition 50,AMG
GT R (6),1789〜2199万円,2453.0,3982cc,2,FR,7DCT,−,https://kakaku.com/kuruma/used/spec/Maker=26/Model=33159/Generation=41889/UCGrade=42169/,"GT 2015年モデル
                                        (52)",GT,2015年モデル,GT R,AMG
GT R PRO (6),2668〜2731万円,2954.0,3982cc,2,FR,7DCT,−,https://kakaku.com/kuruma/used/spec/Maker=26/Model=33159/Generation=41889/UCGrade=48455/,"GT 2015年モデル
                                        (52)",GT,2015年モデル,GT R PRO,AMG
GT Roadster (1),1174万円,1917.0,3982cc,2,FR,7DCT,−,https://kakaku.com/kuruma/used/spec/Maker=26/Model=33296/Generation=42128/UCGrade=42899/,"GTロードスター 2017年モデル
                                        (9)",GTロードスター,2017年モデル,GT Roadster,AMG
GT Roadster (左ハンドル) (1),1368万円,1917.0,3982cc,2,FR,7DCT,−,https://kakaku.com/kuruma/used/spec/Maker=26/Model=33296/Generation=42128/UCGrade=42898/,"GTロードスター 2017年モデル
                                        (9)",GTロードスター,2017年モデル,GT Roadster (左ハンドル),AMG
GT S Roadster (左ハンドル) (1),1627万円,2177.0,3982cc,2,FR,7DCT,−,https://kakaku.com/kuruma/used/spec/Maker=26/Model=33296/Generation=42128/UCGrade=48459/,"GTロードスター 2017年モデル
                                        (9)",GTロードスター,2017年モデル,GT S Roadster (左ハンドル),AMG
GT C Roadster (4),1680〜2250万円,2352.0,3982cc,2,FR,7DCT,−,https://kakaku.com/kuruma/used/spec/Maker=26/Model=33296/Generation=42128/UCGrade=42900/,"GTロードスター 2017年モデル
                                        (9)",GTロードスター,2017年モデル,GT C Roadster,AMG
S 63 E PERFORMANCE (1),2469万円,3726.0,3982cc,5,4WD,9AT,−,https://kakaku.com/kuruma/used/spec/Maker=26/Model=31028/Generation=42621/UCGrade=64076/,"S AMG 2023年モデル
                                        (7)",S AMG,2023年モデル,S 63 E PERFORMANCE,AMG
S 63 E PERFORMANCE (左ハンドル) (5),2420〜2886万円,3726.0,3982cc,5,4WD,9AT,−,https://kakaku.com/kuruma/used/spec/Maker=26/Model=31028/Generation=42621/UCGrade=64075/,"S AMG 2023年モデル
                                        (7)",S AMG,2023年モデル,S 63 E PERFORMANCE (左ハンドル),AMG
S 63 E PERFORMANCE Edition 1 (1),2819万円,4040.0,3982cc,5,4WD,9AT,−,https://kakaku.com/kuruma/used/spec/Maker=26/Model=31028/Generation=42621/UCGrade=63954/,"S AMG 2023年モデル
                                        (7)",S AMG,2023年モデル,S 63 E PERFORMANCE Edition 1,AMG
S63 4MATIC long (3),520〜664万円,2483.0,5461cc,5,4WD,7AT,8km/L,https://kakaku.com/kuruma/used/spec/Maker=26/Model=31028/Generation=41778/UCGrade=28759/,"S AMG 2013年モデル
                                        (38)",S AMG,2013年モデル,S63 4MATIC long,AMG
S63 long (23),338〜1260万円,2575.0,3982cc,5,FR,9AT,9km/L,https://kakaku.com/kuruma/used/spec/Maker=26/Model=31028/Generation=41778/UCGrade=28758/,"S AMG 2013年モデル
                                        (38)",S AMG,2013年モデル,S63 long,AMG
S63 4MATIC+ long (5),850〜1553万円,2616.0,3982cc,5,4WD,9AT,8km/L,https://kakaku.com/kuruma/used/spec/Maker=26/Model=31028/Generation=41778/UCGrade=42606/,"S AMG 2013年モデル
                                        (38)",S AMG,2013年モデル,S63 4MATIC+ long,AMG
S65 long (5),915〜1110万円,3427.0,5980cc,5,FR,7AT,−,https://kakaku.com/kuruma/used/spec/Maker=26/Model=31028/Generation=41778/UCGrade=28760/,"S AMG 2013年モデル
                                        (38)",S AMG,2013年モデル,S65 long,AMG
S63 long (左ハンドル) (1),315.0万円,2302.0,5461cc,5,RWD,7AT,8km/L,https://kakaku.com/kuruma/used/spec/Maker=26/Model=31028/Generation=40526/UCGrade=22412/,"S AMG 2006年モデル
                                        (3)",S AMG,2006年モデル,S63 long (左ハンドル),AMG
S65 AMG ロング (左) (1),598.0万円,3040.0,5980cc,5,FR,5AT,−,https://kakaku.com/kuruma/used/spec/Maker=26/Model=31028/Generation=40526/UCGrade=23687/,"S AMG 2006年モデル
                                        (3)",S AMG,2006年モデル,S65 AMG ロング (左),AMG
S65 long (1),450.0万円,2820.0,5980cc,5,FR,5AT,−,https://kakaku.com/kuruma/used/spec/Maker=26/Model=31028/Generation=40526/UCGrade=17253/,"S AMG 2006年モデル
                                        (3)",S AMG,2006年モデル,S65 long,AMG
S55 long (3),240〜275万円,1858.0,5438cc,5,FR,5AT,−,https://kakaku.com/kuruma/used/spec/Maker=26/Model=31028/Generation=40525/UCGrade=17248/,"S AMG 1999年モデル
                                        (5)",S AMG,1999年モデル,S55 long,AMG
318i (7),248〜482万円,574.0,1998cc,5,FR,8AT,15km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=42238/UCGrade=52378/,"3シリーズ 2019年モデル
                                        (530)",3シリーズ,2019年モデル,318i,BMW
318i 40th Anniversary Edition (2),289〜297万円,580.0,1998cc,5,FR,8AT,16km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=42238/UCGrade=55605/,"3シリーズ 2019年モデル
                                        (530)",3シリーズ,2019年モデル,318i 40th Anniversary Edition,BMW
320d xDrive Edition Joy+ (4),279〜330万円,580.0,1995cc,5,4WD,8AT,19km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=42238/UCGrade=51798/,"3シリーズ 2019年モデル
                                        (530)",3シリーズ,2019年モデル,320d xDrive Edition Joy+,BMW
320d xDrive (9),221〜336万円,624.0,1995cc,5,4WD,8AT,19km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=42238/UCGrade=48887/,"3シリーズ 2019年モデル
                                        (530)",3シリーズ,2019年モデル,320d xDrive,BMW
320i (9),195〜320万円,625.0,1998cc,5,FR,8AT,15km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=42238/UCGrade=48395/,"3シリーズ 2019年モデル
                                        (530)",3シリーズ,2019年モデル,320i,BMW
320d xDrive M Sport Edition Joy+ (17),253〜382万円,632.0,1995cc,5,4WD,8AT,19km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=42238/UCGrade=51799/,"3シリーズ 2019年モデル
                                        (530)",3シリーズ,2019年モデル,320d xDrive M Sport Edition Joy+,BMW
318i M Sport Edition Shadow (7),413〜466万円,660.0,1998cc,5,FR,8AT,15km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=42238/UCGrade=64498/,"3シリーズ 2019年モデル
                                        (530)",3シリーズ,2019年モデル,318i M Sport Edition Shadow,BMW
330i M Sport (15),254〜368万円,675.0,1998cc,5,FR,8AT,15km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=42238/UCGrade=48397/,"3シリーズ 2019年モデル
                                        (530)",3シリーズ,2019年モデル,330i M Sport,BMW
318i M Sport (47),297〜506万円,678.0,1998cc,5,RWD,8AT,15km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=42238/UCGrade=52379/,"3シリーズ 2019年モデル
                                        (530)",3シリーズ,2019年モデル,318i M Sport,BMW
320d xDrive M Sport Edition Sunrise (アルピン・ホワイト) (3),295〜369万円,687.0,1995cc,5,4WD,8AT,18km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=42238/UCGrade=52053/,"3シリーズ 2019年モデル
                                        (530)",3シリーズ,2019年モデル,320d xDrive M Sport Edition Sunrise (アルピン・ホワイト),BMW
320i M Sport (101),198〜581万円,724.0,1998cc,5,RWD,8AT,15km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=42238/UCGrade=48396/,"3シリーズ 2019年モデル
                                        (530)",3シリーズ,2019年モデル,320i M Sport,BMW
320d xDrive M Sport (146),235〜589万円,766.0,1994cc,5,4WD,8AT,19km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=42238/UCGrade=48888/,"3シリーズ 2019年モデル
                                        (530)",3シリーズ,2019年モデル,320d xDrive M Sport,BMW
M340i xDrive (35),423〜834万円,978.0,2997cc,5,4WD,8AT,12km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=42238/UCGrade=48890/,"3シリーズ 2019年モデル
                                        (530)",3シリーズ,2019年モデル,M340i xDrive,BMW
320i SE (1),60.9万円,427.0,1998cc,5,FR,8AT,16km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=41545/UCGrade=24870/,"3シリーズ 2012年モデル
                                        (450)",3シリーズ,2012年モデル,320i SE,BMW
318i (1),159.8万円,469.0,1498cc,5,FR,8AT,17km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=41545/UCGrade=35801/,"3シリーズ 2012年モデル
                                        (450)",3シリーズ,2012年モデル,318i,BMW
320d BluePerformance (1),73.0万円,470.0,1995cc,5,FR,8AT,19km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=41545/UCGrade=25838/,"3シリーズ 2012年モデル
                                        (450)",3シリーズ,2012年モデル,320d BluePerformance,BMW
320i (33),53〜199万円,489.0,1998cc,5,FR,8AT,16km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=41545/UCGrade=24871/,"3シリーズ 2012年モデル
                                        (450)",3シリーズ,2012年モデル,320i,BMW
320d BluePerformance Luxury (5),59〜200万円,490.0,1995cc,5,FR,8AT,19km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=41545/UCGrade=25841/,"3シリーズ 2012年モデル
                                        (450)",3シリーズ,2012年モデル,320d BluePerformance Luxury,BMW
320d BluePerformance Sport (6),65〜105万円,490.0,1995cc,5,FR,8AT,19km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=41545/UCGrade=25839/,"3シリーズ 2012年モデル
                                        (450)",3シリーズ,2012年モデル,320d BluePerformance Sport,BMW
320i Modern (2),108〜110万円,504.0,1997cc,5,FR,8AT,16km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=41545/UCGrade=24875/,"3シリーズ 2012年モデル
                                        (450)",3シリーズ,2012年モデル,320i Modern,BMW
318i Luxury (3),149〜248万円,512.0,1498cc,5,FR,8AT,17km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=41545/UCGrade=35802/,"3シリーズ 2012年モデル
                                        (450)",3シリーズ,2012年モデル,318i Luxury,BMW
318i M Sport (1),188.8万円,513.0,1498cc,5,FR,8AT,17km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=41545/UCGrade=35803/,"3シリーズ 2012年モデル
                                        (450)",3シリーズ,2012年モデル,318i M Sport,BMW
320d BluePerformance M Sport (9),84〜175万円,514.0,1995cc,5,FR,8AT,19km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=41545/UCGrade=25842/,"3シリーズ 2012年モデル
                                        (450)",3シリーズ,2012年モデル,320d BluePerformance M Sport,BMW
320i xDrive (3),55〜96万円,514.0,1997cc,5,4WD,8AT,15km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=41545/UCGrade=25790/,"3シリーズ 2012年モデル
                                        (450)",3シリーズ,2012年モデル,320i xDrive,BMW
318i M Sport Edition Shadow (1),213.0万円,533.0,1498cc,5,FR,8AT,17km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=41545/UCGrade=42884/,"3シリーズ 2012年モデル
                                        (450)",3シリーズ,2012年モデル,318i M Sport Edition Shadow,BMW
320i Sport (MT) (2),205.8万円,543.0,1998cc,5,FR,6MT,15km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=41545/UCGrade=24874/,"3シリーズ 2012年モデル
                                        (450)",3シリーズ,2012年モデル,320i Sport (MT),BMW
320i Sport (24),59〜150万円,560.0,1998cc,5,FR,8AT,16km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=41545/UCGrade=24873/,"3シリーズ 2012年モデル
                                        (450)",3シリーズ,2012年モデル,320i Sport,BMW
320d (11),65〜167万円,562.0,1995cc,5,FR,8AT,21km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=41545/UCGrade=28577/,"3シリーズ 2012年モデル
                                        (450)",3シリーズ,2012年モデル,320d,BMW
320i M Sport (MT) (11),125〜370万円,566.0,1998cc,5,FR,6MT,15km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=41545/UCGrade=29018/,"3シリーズ 2012年モデル
                                        (450)",3シリーズ,2012年モデル,320i M Sport (MT),BMW
320d M Sport Style Edge (1),128.0万円,567.0,1995cc,5,FR,8AT,19km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=41545/UCGrade=32609/,"3シリーズ 2012年モデル
                                        (450)",3シリーズ,2012年モデル,320d M Sport Style Edge,BMW
320i StyleMeister (1),193.9万円,574.0,1998cc,5,FR,8AT,16km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=41545/UCGrade=37261/,"3シリーズ 2012年モデル
                                        (450)",3シリーズ,2012年モデル,320i StyleMeister,BMW
320d Celebration Edition Style Edge (1),209.0万円,577.0,1995cc,5,FR,8AT,21km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=41545/UCGrade=34933/,"3シリーズ 2012年モデル
                                        (450)",3シリーズ,2012年モデル,320d Celebration Edition Style Edge,BMW
320i Luxury (42),64〜195万円,577.0,1998cc,5,FR,8AT,16km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=41545/UCGrade=24877/,"3シリーズ 2012年モデル
                                        (450)",3シリーズ,2012年モデル,320i Luxury,BMW
320i M Sport (58),74〜318万円,583.0,1998cc,5,FR,8AT,16km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=41545/UCGrade=29017/,"3シリーズ 2012年モデル
                                        (450)",3シリーズ,2012年モデル,320i M Sport,BMW
320d Sport (13),74〜158万円,585.0,1995cc,5,FR,8AT,21km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=41545/UCGrade=28578/,"3シリーズ 2012年モデル
                                        (450)",3シリーズ,2012年モデル,320d Sport,BMW
320i xDrive Sport (5),95〜157万円,592.0,1998cc,5,4WD,8AT,14km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=41545/UCGrade=25791/,"3シリーズ 2012年モデル
                                        (450)",3シリーズ,2012年モデル,320i xDrive Sport,BMW
320d StyleMeister (1),175.0万円,597.0,1995cc,5,FR,8AT,21km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=41545/UCGrade=37262/,"3シリーズ 2012年モデル
                                        (450)",3シリーズ,2012年モデル,320d StyleMeister,BMW
320d Luxury (36),71〜192万円,602.0,1995cc,5,FR,8AT,21km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=41545/UCGrade=28580/,"3シリーズ 2012年モデル
                                        (450)",3シリーズ,2012年モデル,320d Luxury,BMW
328i (1),70.0万円,604.0,1997cc,5,FR,8AT,15km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=41545/UCGrade=24605/,"3シリーズ 2012年モデル
                                        (450)",3シリーズ,2012年モデル,328i,BMW
320d M Sport (44),89〜244万円,608.0,1995cc,5,FR,8AT,21km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=41545/UCGrade=28581/,"3シリーズ 2012年モデル
                                        (450)",3シリーズ,2012年モデル,320d M Sport,BMW
